ID,AspectTerms,Opinions,Polarities,Categories,Review
82,_,好极了,0,整体,好 极 了 女 朋 友 和 。 喜 欢 下 次 还 会 再 来 的 没 毛 病 一 如 继 往 好 评
3102,味道,很好闻,0,气味,今 天 拿 了 ， 打 开 看 还 送 了 一 些 试 用 装 ， 味 道 很 好 闻 ， 只 是 还 没 来 及 用 ， 等 用 了 再 追 评
2362,_,物美价廉,0,价格,物 美 价 廉 ， 快 递 给 力 。 味 道 淡 淡 的 清 香 。 挺 好 用 的 ， 泡 沫 细 腻 ， 不 紧 绷 。 趁 着 活 动 囤 货 。
372,_,非常好,0,整体,非 常 好 。 第 一 次 买 。 用 起 来 很 好 。 很 白 。 隔 离 效 果 很 好 。 也 不 壳 粉 以 后 会 继 续 购 买 送 了 赠 品 都 是 正 品
2367,_,好用,0,整体,用 起 来 不 错 ， 很 细 腻 ， 两 个 替 换 装 ， 很 棒 ， 价 格 便 宜 ， 物 美 价 廉 ， 好 用 ， 好 评
1607,_,很喜欢,0,整体,一 如 既 往 的 好 用 ， 非 常 的 服 帖 ， 精 华 液 也 不 多 ， 刚 好 够 脸 ， 而 且 很 清 爽 ， 很 喜 欢 。
1507,_,可以,0,整体,之 前 买 过 ， 这 个 没 用 呢 ， 应 该 可 以
374,_,很好用,0,整体,洗 面 奶 收 到 了 ， 这 是 第 二 次 购 买 洗 面 奶 很 好 用 ， 洗 了 之 后 水 润 润 的 。
3089,_,还可以,0,整体,用 这 个 牌 子 有 点 时 间 了 ， 感 觉 不 错 ， 所 以 继 续 ， 发 货 物 流 超 快 ， 还 可 以 。
1913,_,超级喜欢,0,整体,超 级 喜 欢 小 海 马 服 务 棒 棒 哒 哦 表 白 小 海 马 爱 你 哟
2336,_,很香,0,气味,很 好 很 自 然 ， 很 香 ， 两 个 替 换 ， 好 划 算
2346,_,很实惠,0,价格,支 持 * * ， 东 西 很 好 ， 很 实 惠 ， 配 送 服 务 态 度 很 好 。
549,物流,很快,0,物流,补 水 效 果 不 错 ， 物 流 也 很 快 ！ 一 直 都 用 这 牌 子 的 东 西 真 的 很 好 用
876,快递,超级快,0,物流,* * 快 递 超 级 快 ， 是 正 品 。
366,_,不错,0,整体,不 错 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
1151,_,挺好的,0,整体,价 位 经 济 实 惠 ， 这 款 面 膜 用 着 挺 好 的 ， 挺 补 水 的
2740,_,很水,0,使用体验,用 着 很 水 ， 补 水 够 用 了 ， 主 要 是 物 美 价 廉 ， 不 错 不 错
3149,_,超补水,0,功效,很 好 ， 不 错 ， 买 了 好 多 ， 超 补 水
1274,清洁能力,挺好的,0,功效,清 洁 能 力 ： 清 洁 能 力 挺 好 的 闻 着 很 清 爽 还 买 一 送 一 很 实 惠 洗 完 没 有 紧 绷 感
1854,_,还可以,0,整体,物 流 很 快 晚 上 卖 第 二 天 就 收 到 了 东 西 还 可 以 满 喜 欢 的
1306,_,跟服帖,0,使用体验,到 货 晚 上 用 了 一 片 ， 很 水 润 ， 也 跟 服 帖 ， 用 着 很 好
2749,_,很好用,0,整体,面 膜 很 好 用 ， 用 完 感 觉 皮 肤 很 清 爽
135,_,便宜,0,价格,很 好 便 宜 实 惠 支 持 * * 商 城
1096,_,挺好用的,0,整体,用 了 一 段 时 间 ， 还 不 错 ， 挺 好 用 的
1062,_,挺划算的,0,价格,东 西 还 没 拆 开 ， 不 过 店 家 还 送 了 两 个 替 换 芯 ， 挺 划 算 的 ， 好 评
3060,_,超赞,0,整体,第 二 次 购 买 了 ， 觉 得 很 好 用 ， 还 送 了 很 多 赠 品 ， 超 赞 ！
1372,_,正品,0,真伪,买 一 送 一 。 很 便 宜 。 也 是 正 品
2033,_,还不错,0,整体,很 实 惠 的 @ 霜 ， 之 前 用 过 这 家 ， 感 觉 还 不 错 ， 满 意 的 话 我 会 继 续 回 购
467,_,特别好,0,整体,特 别 好 很 好 非 常 好 很 喜 欢 特 别 实 惠 哈 哈
2898,_,挺好用的,0,整体,挺 好 用 的 ， 有 淡 淡 的 香 味
2453,_,不错,0,整体,挺 好 用 的 ， 不 错 的 产 品 ， 值 得 推 荐 ！
355,_,挺好,0,整体,回 头 客 了 ， 挺 好
1931,_,好评,0,整体,* * 物 流 真 不 错 ， 前 一 天 下 单 第 二 天 就 收 到 了 。 第 二 天 迫 不 及 待 的 都 打 开 来 试 了 一 下 ， 细 腻 滋 润 好 评 ！
639,_,便宜,0,价格,宝 贝 收 到 ， 还 没 用 ， 双 十 二 买 的 便 宜 备 用 的 ， 老 顾 客 了 ， 挺 满 意
1213,_,不错,0,整体,东 西 不 错 ， 价 格 实 惠 ， 以 后 还 会 购 买
276,_,很干净,0,使用体验,挺 好 ， 泡 沫 丰 富 ， 洗 的 很 干 净
2945,_,喜欢,0,整体,香 香 的 ， 颜 色 正 ， 喜 欢
2487,_,很薄,0,使用体验,使 用 后 好 清 淡 的 香 味 ， 也 不 是 那 种 特 别 厚 重 的 百 ， 很 薄 很 透 ， 非 常 喜 欢 ， 后 期 用 后 再 追 加 评 价
426,_,很好用,0,整体,双 十 一 买 的 ， 便 宜 了 不 少 呢 ， 一 直 都 在 用 这 个 牌 子 的 面 膜 ， 很 好 用 ， 非 常 喜 欢
642,物流,挺快的,0,物流,还 可 以 吧 ， 不 是 那 么 水 润 ， 味 道 有 点 大 ， 物 流 挺 快 的 。
1541,_,不错,0,整体,还 是 相 信 品 牌 产 品 ， 品 质 有 保 障 ， 今 早 用 了 ， 不 错 哦 ?
532,_,挺干净,0,功效,凑 单 ， 买 来 粉 扑 的 ， 挺 干 净
2133,活动,_,0,价格,一 直 在 用 这 个 牌 子 的 面 膜 ， 刚 好 搞 活 动 就 买 了 ， 昨 晚 下 的 单 ， 今 天 就 到 了 。 快 递 好 ， 服 务 好
57,清洗,很干净,0,功效,与 描 述 一 致 ， 这 款 泡 沫 少 但 清 洗 很 干 净 ， 气 味 优 雅 ， 一 直 在 用 ， 发 货 及 时
3036,_,很好,0,整体,很 好 ， 物 流 也 很 快 ， 服 务 态 度 ， 很 好 。
2645,持久度,还行,0,使用体验,挺 好 的 ， 以 前 的 @ 都 比 较 干 燥 ， 这 个 就 质 地 挺 保 湿 的 那 种 。 而 且 很 好 闻 ， 持 久 度 也 还 行 吧 ， 对 于 学 生 党 挺 友 好 的
1567,_,不错,0,整体,挺 好 的 ， 挺 好 的 ， 挺 好 的 ， 哈 哈 ， 不 错 。
980,_,不油腻,0,使用体验,不 油 腻 ， 好 用
741,_,很好,0,整体,支 持 * * ！ 水 润 保 湿 ， 很 好 ！
501,_,不错,0,整体,一 直 用 ， 感 觉 不 错 ， 赞 一 个
1858,包装,仔细,0,包装,帮 同 事 买 的 洗 面 奶 ， 老 客 户 了 ， 反 馈 还 是 一 如 既 往 的 好 ， 发 货 速 度 快 ， 包 装 仔 细 ， 日 期 新 鲜
2902,_,好多了,0,整体,非 常 好 ， 很 温 和 ， 比 * * * 那 些 好 多 了
322,_,还可以,0,整体,还 没 用 ， 用 了 上 次 买 化 妆 品 送 的 ， 感 觉 还 可 以 ， 就 购 买 了
25,_,太好用了,0,整体,太 好 用 了 ， 味 道 也 很 好 闻 ， 大 爱 ！
2695,_,超值的,0,价格,一 共 有 两 替 换 装 ， 超 值 的 ， 而 且 挺 上 色 ， 喜 欢 这 个
1457,价钱,美丽,0,价格,面 膜 很 薄 很 服 帖 ， 价 钱 美 丽
38,补水效果,不错,0,功效,用 着 舒 服 ， 补 水 效 果 也 不 错 ， 价 格 实 惠 ， 以 后 还 会 光 顾
269,_,香香的,0,气味,香 香 的 ， 很 润 ， 挺 好
3016,_,不错,0,整体,用 着 不 错 ， 下 次 还 会 再 买 。
2201,_,很好,0,整体,宝 贝 很 好 ， 哑 光 效 果 ， 混 油 皮 脱 妆 不 严 重 ， 这 个 色 号 颜 色 偏 深 ， 建 议 小 仙 女 买 偏 浅 色 的 ， 总 体 感 觉 不 错 ， 推 荐 给 大 家
786,_,是正品,0,真伪,扫 描 了 是 正 品 ， 一 直 用 * * * 产 品 ， 大 家 放 心 使 用
882,_,很好用,0,整体,面 膜 很 不 错 ， 补 水 挺 好 的 ， 价 格 也 很 实 惠 ， 还 送 了 三 敷 眼 贴 ， 很 好 用
1325,_,便宜,0,价格,刚 收 到 货 还 没 用 ， 不 过 这 打 五 折 也 太 便 宜 了 吧
1851,_,好用,0,整体,很 滋 润 ， 不 厚 重 ， 好 用
1431,_,便宜,0,价格,不 错 ， 比 ~ 便 宜 ， 希 望 是 正 品 ！ ！ ！ ！
1467,包装,太简陋了点,0,包装,感 觉 还 不 错 吧 就 是 收 到 货 时 觉 得 包 装 太 简 陋 了 点
2647,_,特别湿润,0,使用体验,不 错 哦 ， 还 送 面 膜 ， 昨 天 收 到 类 今 天 早 上 用 了 一 下 特 别 湿 润
227,_,一般,0,整体,很 实 惠 ！ 精 华 液 特 别 多 ， 但 是 用 后 效 果 一 般 ， 感 觉 不 是 很 好 吸 收
83,_,非常满意,0,整体,非 常 满 意 ， 非 常 喜 欢 ， 谢 谢 亲 爱 的 卖 家
2362,_,不紧绷,0,使用体验,物 美 价 廉 ， 快 递 给 力 。 味 道 淡 淡 的 清 香 。 挺 好 用 的 ， 泡 沫 细 腻 ， 不 紧 绷 。 趁 着 活 动 囤 货 。
268,快递,真的快,0,物流,宝 贝 收 到 了 ， 物 流 速 度 ， 谢 谢 亲 ， 快 递 真 的 快
2919,_,太小,1,尺寸,太 小 了 ， 鼻 子 都 遮 不 住 ， 脸 只 能 敷 中 间 四 周 遮 不 到 。
2467,客服,耐心,0,服务,感 谢 客 服 的 耐 心 ， 物 流 超 快 ， 虽 然 还 没 用 ， 相 信 效 果 非 常 好 。
548,_,特别喜欢,0,整体,挺 好 的 ， 遮 瑕 的 效 果 也 特 别 好 ， 特 别 喜 欢 ， 物 流 也 特 别 快
2526,_,非常好,0,整体,宝 贝 物 美 价 廉 非 常 好 虽 然 还 没 用 ， 应 该 不 错
40,_,很温和,0,使用体验,很 温 和 的 一 款 洗 面 奶 ， 不 紧 崩 ， 很 好
1970,_,确实很好,0,整体,用 着 很 细 腻 自 然 。 确 实 很 好 ， 满 意
1202,味道,好闻,0,气味,面 膜 看 起 来 非 常 不 错 ， 味 道 好 闻 。
3047,味道,不一样,2,气味,买 了 几 次 了 ， 感 觉 这 次 的 味 道 跟 以 前 不 一 样
383,_,很不错,0,整体,这 是 回 购 的 ， 用 着 很 不 错 ， 水 乳 用 的 也 是 * * * ， 真 的 挺 好 。
2236,_,很好用,0,整体,送 的 面 膜 也 很 好 用 哦
2996,_,很好用,0,整体,很 好 用 ， 用 过 的 脸 显 得 细 致 了 很 多
1,_,很好,0,整体,很 好 ， 超 值 ， 很 好 用
2981,_,是正品,0,真伪,一 如 既 往 的 好 ， 应 该 是 正 品 ， 还 会 再 次 光 顾 的 ！
1420,_,不错,0,整体,送 人 的 ， 应 该 不 错 吧
2965,_,不错,0,整体,不 错 ， ， 比 实 体 店 便 宜 好 多 ， 还 送 了 小 礼 物 ， ， 很 开 心 ， 有 二 维 码 ， 正 品
170,包装,很好,0,包装,包 装 很 好 ， 面 膜 还 可 以 吧 ！ 帮 老 妈 买 的 。
335,_,挺好的,0,整体,用 着 还 可 以 ， 挺 好 的
334,_,白皙,0,功效,隔 离 防 晒 霜 正 品 ， 我 己 经 用 过 了 ， 很 好 用 ， 非 常 适 合 干 燥 缺 水 的 皮 肤 ， 用 完 以 后 皮 肤 水 润 白 皙 ， 很 自 然 。
1324,_,不错,0,整体,宝 贝 收 到 了 ， 用 了 效 果 不 错
3103,包装,很漂亮,0,包装,物 流 很 快 包 装 得 很 漂 亮 很 满 意 用 起 来 一 点 也 不 起 皮 用 完 在 回 购
3009,_,很好,0,整体,一 直 在 用 ， 都 是 在 * * 上 买 的 ！ 很 好 ， 速 度 很 快
808,泡沫,细腻,0,使用体验,洗 面 奶 不 错 ， 洗 完 脸 不 紧 绷 ， 泡 沫 细 腻
2233,_,非常好,0,整体,老 顾 客 了 ， 用 着 非 常 好 ， 客 服 也 很 好 问 什 么 答 什 么
2802,服务,满意,0,服务,夫 人 感 觉 面 膜 挺 好 满 意 。 一 系 列 的 服 务 都 满 意
2939,提亮肤色效果,好,0,功效,每 天 使 用 ， 提 亮 肤 色 效 果 好
598,精华液,挺多的,0,成分,做 活 动 买 的 还 挺 划 算 的 ， 包 装 很 好 ， 精 华 液 也 挺 多 的 ， 效 果 嘛 没 什 么 突 出 的 ， 就 单 纯 补 补 水 还 @ 吧
2385,_,挺保湿,0,功效,防 晒 效 果 还 不 知 道 。 不 过 挺 保 湿 的
1319,_,还行,0,整体,用 了 两 片 还 行 ！ 继 续 用 希 望 有 更 好 的 效 果 ！
2141,_,很好吸收,0,使用体验,很 好 吸 收 ， 用 着 真 心 不 错 ， 价 格 便 宜 ， 正 品
3074,_,有一点点干,2,使用体验,还 算 是 不 错 的 ， 虽 然 有 一 点 点 干 。 但 是 对 敏 感 肌 来 说 这 已 经 很 好 了 ！
1909,_,卡粉,1,使用体验,太 差 ！ 卡 粉
1803,物流,很快,0,物流,很 好 非 常 好 ， 很 满 意 ， 效 果 不 错 ， 物 流 很 快
630,_,还可以,0,整体,包 装 有 点 失 望 ， 都 不 敢 用 ， 试 试 效 果 还 可 以
302,_,非常好用,0,整体,一 直 都 在 用 ， 非 常 好 用 ！ ！ ！
1599,物流,快,0,物流,* * * * 值 得 信 赖 ， 价 格 比 实 体 店 实 惠 ， 是 正 品 ， 物 流 快
1211,_,不紧绷,0,使用体验,很 好 用 ， 洗 了 不 紧 绷 ， 还 还 买 一 送 一 了 ， 超 值 的 ，
2059,物流,给力,0,物流,商 品 不 错 ， 价 格 合 适 ， 物 流 给 力 ， 还 会 再 买
1528,_,便宜了好多,0,价格,非 常 好 ， 和 店 里 买 的 一 样 ， 关 键 是 便 宜 了 好 多
3189,_,很细腻,0,使用体验,是 正 品 好 用 很 细 腻 很 自 然
2488,_,不伤皮肤,0,使用体验,效 果 不 错 哦 ， 而 且 不 伤 皮 肤 ， 不 觉 得 油 腻 ， 卖 家 服 务 好 ， 性 价 比 不 错 哦 ！
1444,速度,快,0,物流,味 道 挺 好 的 速 度 也 快
2348,_,很好用,0,整体,这 个 价 钱 真 是 超 级 值 得 ， 赠 品 好 有 分 量 ， 很 好 用 ， 易 吸 收 ， 推 荐 ！
1979,速度,很快,0,物流,挺 好 的 ， 喜 欢 * * ， 速 度 很 快 ！
3103,物流,很快,0,物流,物 流 很 快 包 装 得 很 漂 亮 很 满 意 用 起 来 一 点 也 不 起 皮 用 完 在 回 购
60,包装,很好,0,包装,面 膜 包 装 很 好 ， 还 多 送 的 几 片 ，
1681,味道,喜欢,0,气味,和 店 里 的 一 样 ， 我 老 公 用 了 好 几 年 ， 就 喜 欢 这 味 道
2283,_,不错,0,整体,不 错 ， 物 美 价 廉 ， 收 到 就 迫 不 及 待 的 用 了 一 片 ， 补 水 效 果 不 错 ， 揭 下 面 膜 稍 微 拍 几 下 就 吸 收 了 。
2782,_,不错,0,整体,看 起 来 不 错 ！ ！ ！ 等 用 过 之 后 再 来 评 价 ！ ！ ！ ！ ！ ！
1586,_,很便宜,0,价格,挺 好 的 ， 买 一 送 & ， 相 当 于 & 个 ， 很 便 宜 里 面 的 化 妆 垫 很 贴 心 的 设 计 哦
146,_,好评,0,整体,之 前 用 的 瓶 装 紫 色 的 ， 不 太 适 合 我 ， 这 个 很 好 用 ， 喜 欢 ， 好 评
1547,味道,很好闻,0,气味,味 道 很 好 闻 ， 清 洁 能 力 也 不 错 ， 我 是 敏 感 肌 肤 ， 用 了 没 有 过 敏
2569,味道,自然,0,气味,味 道 很 清 新 自 然
556,_,快,0,物流,面 膜 超 级 划 算 ， 很 喜 欢 * * 买 东 西 ， 又 便 宜 又 快 。 购 物 体 验 很 好 ！ 面 膜 也 不 错 。 补 水 效 果 不 错 ！
123,_,很喜欢,0,整体,很 喜 欢 这 个 洗 面 奶 。 清 洁 太 给 力 了 。 洗 的 很 干 净
2042,_,非常喜欢,0,整体,非 常 喜 欢 ， 还 没 用 ， 但 是 对 于 五 一 期 间 物 流 也 这 么 快 ， 真 的 好 的 没 话 说 了 ， 赞 ?
1439,_,还不错,0,整体,一 直 用 这 个 牌 子 的 @ 霜 ， 这 次 入 手 这 个 ， 感 觉 还 不 错
2731,_,很不错,0,整体,我 老 婆 买 了 很 多 ， 她 说 很 不 错 的 ， 希 望 以 后 都 点 搞 活 动 ， 买 多 点 回 来 放 着 ， 哈
892,_,很便宜,0,价格,补 水 还 行 。 很 便 宜 啊 主 要 是 。 。 。 。
2362,_,细腻,0,使用体验,物 美 价 廉 ， 快 递 给 力 。 味 道 淡 淡 的 清 香 。 挺 好 用 的 ， 泡 沫 细 腻 ， 不 紧 绷 。 趁 着 活 动 囤 货 。
1474,_,很好,0,整体,很 好 妈 妈 用 的 很 喜 欢
99,快递速度,快,0,物流,* * 快 递 速 度 快 ， 性 价 比 不 错 ， 好 。 。 。 。 。
3110,_,不错,0,整体,不 错 是 正 品 值 得 购 买 ！
157,客服回复,太慢,1,服务,第 一 次 买 ， 还 没 有 使 用 ， 期 待 效 果 ， 就 是 客 服 回 复 太 慢 了
1920,快递员,很细心,0,物流,快 递 员 很 细 心
665,价格,实惠,0,价格,价 格 实 惠 用 着 也 挺 好 的 每 天 一 片
3143,_,很好,0,整体,东 西 很 好 啊 ， 会 回 购 的 ！ 推 荐 ！
790,_,特别好用,0,整体,特 别 好 用 。 一 直 用 的 这 个 品 牌 ， 效 果 不 错 。
1967,发货,快,0,物流,买 的 超 值 ， 送 了 两 贴 面 膜 ， 还 有 两 瓶 卸 妆 水 ， 发 货 快 到 过 快 ， 支 持 * * 没 错 的
3148,_,不错,0,整体,回 来 了 涂 了 一 天 觉 得 ， 不 错 ， 味 道 也 很 好 闻
3013,_,不紧绷,0,使用体验,第 二 次 购 买 ， 很 超 值 ， 洗 后 不 紧 绷
811,_,很香,0,气味,挺 温 和 的 ， 不 刺 激 ， 还 很 香
1761,价格,便宜,0,价格,收 到 用 了 一 段 时 间 了 ， 还 不 错 ！ 价 格 也 便 宜 ！
44,_,不错,0,整体,小 小 一 瓶 ， 不 过 看 起 来 还 不 错 ， 使 用 以 后 再 来 追 加
2375,物流,没得说,0,物流,上 午 拍 的 下 午 就 到 了 ， 物 流 没 得 说 ， 用 这 牌 子 两 年 了 ， 其 它 面 膜 再 没 用 过
746,_,效果不是很明显,1,整体,挺 好 的 ， 很 滋 润 ， 但 是 唯 一 的 效 果 就 是 不 怎 么 白 ， 擦 了 效 果 不 是 很 明 显 ， 就 像 没 查 一 样 的 其 他 都 挺 好 的 ，
40,_,不紧崩,0,使用体验,很 温 和 的 一 款 洗 面 奶 ， 不 紧 崩 ， 很 好
1728,赠品,很多,0,价格,过 母 亲 节 送 给 妈 妈 的 礼 物 ， 价 钱 合 理 ， 赠 品 很 多 ， 希 望 能 达 到 预 期 的 效 果
1548,发货,很快,0,物流,卖 家 发 货 很 快 ， 活 动 力 度 很 大 ， 很 实 惠
940,_,还可以,0,整体,用 起 还 可 以 ， 不 过 敏 ， 实 物 与 图 片 相 符
839,_,干净,0,功效,给 妈 妈 买 的 ， 好 看 方 便 使 用 ， 干 净
378,_,挺不错的,0,整体,第 一 次 用 ， 真 的 挺 不 错 的 ， 是 我 想 要 的 ， 下 次 还 会 来 的
36,_,很清爽,0,使用体验,已 经 是 第 三 瓶 了 ， 用 了 很 自 然 ， 也 不 油 腻 ， 很 清 爽 ， 下 次 还 继 续
811,_,挺温和的,0,使用体验,挺 温 和 的 ， 不 刺 激 ， 还 很 香
2217,_,很喜欢,0,整体,物 流 非 常 快 ， 面 膜 非 常 好 ， 非 常 补 水 ， 老 婆 很 喜 欢
1610,服务,好,0,服务,以 前 一 直 用 这 个 品 牌 就 是 不 知 道 这 个 瓶 子 经 不 经 摔 服 务 好
703,包装,很好,0,包装,是 正 品 哦 ， 包 装 很 好
417,上妆,比较滋润,0,使用体验,个 人 干 湿 混 合 型 ， 上 妆 比 较 滋 润 ， 相 较 其 他 遮 瑕 ， 没 有 那 么 强 ， 比 较 轻 薄 。 持 久 度 还 是 挺 @ 的 ，
346,性价比,很高,0,价格,物 流 很 快 ， 性 价 比 很 高 ， 好 评 ！ 满 意 的 一 次 购 物
504,_,实惠,0,价格,买 了 几 次 了 ， 很 好 用 ！ 经 济 ， 实 惠 ！ 支 持 * * ！
2364,_,挺好用的,0,整体,还 挺 好 用 的 ， 一 点 就 够 非 常 好 用
72,瓶子,很漂亮,0,包装,活 动 买 的 ， 看 见 评 价 都 不 错 ， 瓶 子 很 漂 亮 ， 但 是 瓶 口 没 有 密 封 口 ， 有 待 改 进 。
182,_,蛮不错的,0,整体,蛮 不 错 的 ， 期 待 已 久 ， 看 有 活 动 秒 下 单 ?
904,_,不错,0,整体,质 量 不 错 ， 和 实 体 店 的 一 样 的
499,物流,很快,0,物流,物 流 很 快 ， 一 直 用 这 个 牌 子 ， 质 量 很 好 是 正 品 ， 活 动 买 的 很 划 算 。
1637,_,还行,0,整体,还 行 吧 ， 味 道 刚 开 始 不 习 惯 ， 现 在 用 着 还 行
3167,_,没有紧绷感,0,使用体验,第 二 次 买 了 ， 清 洗 得 干 净 且 脸 没 有 紧 绷 感
1642,_,很好用,0,整体,一 直 用 * * * 的 护 肤 品 ， 用 了 两 天 真 的 很 好 用 ， 补 水 * * 快 递 真 的 很 快 ， 点 个 赞 ， 会 继 续 回 购 的
827,_,浮粉,0,使用体验,里 面 总 共 三 个 ， 不 够 细 腻 ， 一 片 一 片 的 ， 打 脸 上 浮 粉 ，
594,_,真心好用,0,整体,已 经 第 二 次 购 买 ， 很 柔 滑 补 水 效 果 很 好 ， 真 心 好 用
124,_,不好用,1,整体,不 好 用 ， 骗 人 的
1216,_,水份很多,0,使用体验,这 个 面 膜 还 可 以 ， 水 份 很 多 。 皮 肤 超 好
799,补水,_,0,功效,面 膜 非 常 滋 润 ， 有 一 定 的 保 湿 补 水 的 功 效 ， 使 用 了 皮 肤 变 的 好 一 些 了 哪 。
2288,设计,喜欢,0,其他,喜 欢 它 的 设 计 ， 不 用 倒 置 瓶 口 就 可 以 把 卸 妆 水 倒 出 来
2283,_,吸收,0,使用体验,不 错 ， 物 美 价 廉 ， 收 到 就 迫 不 及 待 的 用 了 一 片 ， 补 水 效 果 不 错 ， 揭 下 面 膜 稍 微 拍 几 下 就 吸 收 了 。
521,送货,挺快,0,物流,送 货 挺 快 ， 东 西 收 到 了 看 了 看 ， 还 没 用 但 愿 是 正 品 用 了 肌 肤 有 所 改 善
393,_,棒棒的,0,整体,用 着 非 常 好 ， 我 很 喜 欢 。 棒 棒 的 。
2378,赠品,到位,0,价格,第 一 次 购 买 使 用 。 效 果 不 知 。 赠 品 到 位 。 偿 试 性 购 买 。 物 流 很 给 力 哦 ！
2192,_,真的很好,0,整体,非 常 好 的 一 款 产 品 ！ 使 用 没 毛 病 ， 效 果 好 ， 包 装 精 美 ， 送 人 自 用 都 可 以 ！ ！ ！ 推 荐 大 家 购 买 啊 ！ ！ 真 的 很 好 ！ ！ ！
2336,_,好划算,0,价格,很 好 很 自 然 ， 很 香 ， 两 个 替 换 ， 好 划 算
972,_,不错,0,整体,不 错 ！ 挺 好 的
1376,_,很提亮肤色,0,功效,挺 好 用 的 ， 轻 薄 ， 而 且 很 提 亮 肤 色 & @
1828,_,很超值,0,价格,送 & 个 替 换 装 ， 很 超 值
506,赠品,_,0,价格,不 错 挺 好 的 ， 价 格 实 惠 还 有 赠 品
3070,_,物美价廉,0,价格,粉 质 细 上 妆 轻 薄 透 亮 紫 色 提 亮 肤 色 不 夸 张 物 美 价 廉 会 回 购 喜 欢 要 上 加 上 防 � 就 更 好 了 方 便 一 瓶 搞 定
485,_,挺不错,0,整体,收 到 了 ， 用 着 挺 不 错 的
1144,_,辣眼睛,1,使用体验,明 明 写 的 唇 眼 可 用 ， 没 想 到 那 么 辣 眼 睛 ， 味 道 也 刺 鼻 ， 太 失 望 了
438,_,物美价廉,0,价格,物 流 真 是 快 阿 ， 物 美 价 廉 好 评
2441,_,还不错,0,整体,还 不 错 ， 感 觉 卸 妆 挺 干 净 ， 脸 不 油 ， 而 且 挺 大 瓶 的 ， 目 前 用 & 次 了 ， 感 觉 没 什 么 问 题 。
1492,_,挺好用的,0,整体,挺 好 用 的 味 道 很 好 闻
754,_,特别好用,0,整体,试 了 一 下 东 西 特 别 好 用 。 也 划 算 。 还 会 继 续 购 买
1804,_,可以,0,整体,可 以 很 好 用 下 次 还 会 买 的 ！
397,_,有点干,1,使用体验,第 一 次 用 ， 用 着 还 不 错 ， 稍 微 有 点 改 变 ， 不 过 有 点 干 。
294,_,很湿润,0,使用体验,不 错 哦 ， 特 别 便 宜 ， 一 直 在 用 此 宝 贝 ， 值 得 推 荐 ， 敷 完 很 湿 润 ， 小 姐 姐 们 赶 紧 抢 购 吧
1299,_,不太开心,1,整体,看 别 人 还 送 了 东 西 啥 也 没 送 不 太 开 心
793,_,很好,0,整体,东 西 收 到 几 天 了 ， 用 得 也 很 好 噢 ， 所 以 今 天 来 评 价 一 下
1666,_,喜欢,0,整体,购 物 好 多 次 了 ， 价 格 实 惠 质 量 不 错 ， 就 喜 欢 这 样 的 感 觉
2122,_,有点儿掉妆,1,使用体验,还 不 错 ， 有 两 个 替 换 装 味 道 香 ， 但 不 刺 鼻 ， 可 能 有 点 儿 掉 妆
1933,酒精味,浓浓的,1,气味,还 可 以 吧 一 股 浓 浓 的 酒 精 味
2391,_,还是干,1,使用体验,还 行 吧 ， 氨 基 酸 洗 面 奶 较 温 和 ， 不 过 好 像 还 是 干
201,_,超值,0,价格,洗 面 奶 收 到 ， 今 天 用 了 ， 洗 完 后 真 的 一 点 也 不 紧 绷 ， 超 值 了 ！
2503,_,棒棒哒,0,整体,效 果 很 好 ， 值 得 购 买 。 棒 棒 哒
1052,持妆,不错,0,功效,持 妆 和 控 油 效 果 都 不 错 ， 遮 暇 一 般 般
922,_,清透,0,使用体验,很 好 用 ， 清 透 湿 润 ， 提 亮 肤 色 ！
1697,价格,划算,0,价格,双 十 一 买 的 ， 价 格 划 算 ， 五 分 好 评 。
1023,包装,很好,0,包装,包 装 很 好 ， 一 点 都 没 有 破 损 ， 物 流 很 快 ， 昨 天 买 的 ， 今 天 就 到 了 ， 还 会 回 购
2740,_,不错,0,整体,用 着 很 水 ， 补 水 够 用 了 ， 主 要 是 物 美 价 廉 ， 不 错 不 错
1185,_,好闻,0,气味,好 评 ， 洗 得 干 净 不 紧 绷 ， 好 闻 的 海 洋 清 新 味 ~
2468,_,挺好的,0,整体,挺 好 的 哟 ， 不 错 不 错 ， 值 得 购 买
2715,_,假的,1,真伪,假 的 吧 ， 洗 了 脸 过 敏 ， 商 家 态 度 极 差
3165,_,好用,0,整体,好 用 很 喜 欢 ！ 补 水 效 果 特 别 好 ！ 活 动 特 别 合 算
1391,_,不错,0,整体,不 错 不 错 ， 第 二 次 回 购 了 ， 每 次 赠 送 的 小 礼 品 也 很 多 ！ 还 会 继 续 光 顾 的 ！
2136,按压设计,很方便,0,使用体验,按 压 设 计 很 有 新 意 很 方 便 。
1487,_,喜欢,0,整体,好 用 ， 不 油 腻 ， 喜 欢 ， 新 款 的 瓶 子 ， 用 起 来 也 方 便
140,_,均匀,0,使用体验,很 不 错 ， 擦 得 均 匀 服 帖
510,_,白白的,0,功效,很 好 的 ， 用 了 白 白 的 ， 也 不 油 腻
2684,_,好评,0,整体,好 评 ， 物 流 给 力 下 次 还 会 光 临 ， 推 荐 给 亲 朋 好 友 。 哈 哈
