id,Reviews,ID,AspectTerms,Opinions,Polarities,Categories,Review
1097,朋友推荐买的，面膜轻薄，贴在脸上舒服，很好,1097.0,_,舒服,正面,使用体验,朋 友 推 荐 买 的 ， 面 膜 轻 薄 ， 贴 在 脸 上 舒 服 ， 很 好
1097,朋友推荐买的，面膜轻薄，贴在脸上舒服，很好,1097.0,_,很好,正面,整体,朋 友 推 荐 买 的 ， 面 膜 轻 薄 ， 贴 在 脸 上 舒 服 ， 很 好
1098,一直使用这个牌子的隔离，已经是第三瓶了，挺好的，提亮肤色,1098.0,_,挺好的,正面,整体,一 直 使 用 这 个 牌 子 的 隔 离 ， 已 经 是 第 三 瓶 了 ， 挺 好 的 ， 提 亮 肤 色
1098,一直使用这个牌子的隔离，已经是第三瓶了，挺好的，提亮肤色,1098.0,_,提亮肤色,正面,功效,一 直 使 用 这 个 牌 子 的 隔 离 ， 已 经 是 第 三 瓶 了 ， 挺 好 的 ， 提 亮 肤 色
1099,香味一般，关键是味道根本就没有他们说的那持久，不值得购买，性价比低&hellip;&hellip;,1099.0,香味,一般,负面,气味,香 味 一 般 ， 关 键 是 味 道 根 本 就 没 有 他 们 说 的 那 持 久 ， 不 值 得 购 买 ， 性 价 比 低 & @ ; & @ ;
1099,香味一般，关键是味道根本就没有他们说的那持久，不值得购买，性价比低&hellip;&hellip;,1099.0,味道,没,负面,气味,香 味 一 般 ， 关 键 是 味 道 根 本 就 没 有 他 们 说 的 那 持 久 ， 不 值 得 购 买 ， 性 价 比 低 & @ ; & @ ;
1099,香味一般，关键是味道根本就没有他们说的那持久，不值得购买，性价比低&hellip;&hellip;,1099.0,性价比,低,正面,价格,香 味 一 般 ， 关 键 是 味 道 根 本 就 没 有 他 们 说 的 那 持 久 ， 不 值 得 购 买 ， 性 价 比 低 & @ ; & @ ;
1100,一直用这个，不错！,1100.0,_,不错,正面,整体,一 直 用 这 个 ， 不 错 ！
1101,用了很久这个。这两年都是用。物廉价美。,1101.0,_,物廉价美,正面,价格,用 了 很 久 这 个 。 这 两 年 都 是 用 。 物 廉 价 美 。
1102,用过之后很清爽，不错，价格也很划得来,1102.0,_,很清爽,正面,使用体验,用 过 之 后 很 清 爽 ， 不 错 ， 价 格 也 很 划 得 来
1102,用过之后很清爽，不错，价格也很划得来,1102.0,_,不错,正面,整体,用 过 之 后 很 清 爽 ， 不 错 ， 价 格 也 很 划 得 来
1102,用过之后很清爽，不错，价格也很划得来,1102.0,价格,很划得来,正面,价格,用 过 之 后 很 清 爽 ， 不 错 ， 价 格 也 很 划 得 来
1103,刚收到，有点小惊喜，三个饼，很满意,1103.0,_,很满意,正面,整体,刚 收 到 ， 有 点 小 惊 喜 ， 三 个 饼 ， 很 满 意
1104,我好像过敏了,1104.0,_,过敏了,负面,使用体验,我 好 像 过 敏 了
1105,一直喜欢这个牌子的面膜，效果很好，很补水！买了三套划算！,1105.0,_,喜欢,正面,整体,一 直 喜 欢 这 个 牌 子 的 面 膜 ， 效 果 很 好 ， 很 补 水 ！ 买 了 三 套 划 算 ！
1105,一直喜欢这个牌子的面膜，效果很好，很补水！买了三套划算！,1105.0,效果,很好,正面,功效,一 直 喜 欢 这 个 牌 子 的 面 膜 ， 效 果 很 好 ， 很 补 水 ！ 买 了 三 套 划 算 ！
1105,一直喜欢这个牌子的面膜，效果很好，很补水！买了三套划算！,1105.0,_,很补水,正面,功效,一 直 喜 欢 这 个 牌 子 的 面 膜 ， 效 果 很 好 ， 很 补 水 ！ 买 了 三 套 划 算 ！
1105,一直喜欢这个牌子的面膜，效果很好，很补水！买了三套划算！,1105.0,_,划算,正面,价格,一 直 喜 欢 这 个 牌 子 的 面 膜 ， 效 果 很 好 ， 很 补 水 ！ 买 了 三 套 划 算 ！
1106,一直用***的产品，非常满意,1106.0,_,非常满意,正面,整体,一 直 用 * * * 的 产 品 ， 非 常 满 意
1107,好用的很，一直在用，而且介绍身边好多朋友在用,1107.0,_,好用的很,正面,整体,好 用 的 很 ， 一 直 在 用 ， 而 且 介 绍 身 边 好 多 朋 友 在 用
1108,一分钱一分货，跟着**种草了粉饼，控油效果还可以，就是香味太香精了,1108.0,控油效果,还可以,正面,功效,一 分 钱 一 分 货 ， 跟 着 * * 种 草 了 粉 饼 ， 控 油 效 果 还 可 以 ， 就 是 香 味 太 香 精 了
1108,一分钱一分货，跟着**种草了粉饼，控油效果还可以，就是香味太香精了,1108.0,香味,太香精,负面,气味,一 分 钱 一 分 货 ， 跟 着 * * 种 草 了 粉 饼 ， 控 油 效 果 还 可 以 ， 就 是 香 味 太 香 精 了
1109,日期比专柜差，根本不是近期的，4月的,_,_,_,_,_,_
1110,超级喜欢 一直都用的这款,1110.0,_,超级喜欢,正面,整体,超 级 喜 欢 一 直 都 用 的 这 款
1111,非常好，舒服不过敏，挺实惠的，下次有机会再买,1111.0,_,非常好,正面,整体,非 常 好 ， 舒 服 不 过 敏 ， 挺 实 惠 的 ， 下 次 有 机 会 再 买
1111,非常好，舒服不过敏，挺实惠的，下次有机会再买,1111.0,_,舒服,正面,使用体验,非 常 好 ， 舒 服 不 过 敏 ， 挺 实 惠 的 ， 下 次 有 机 会 再 买
1111,非常好，舒服不过敏，挺实惠的，下次有机会再买,1111.0,_,不过敏,正面,使用体验,非 常 好 ， 舒 服 不 过 敏 ， 挺 实 惠 的 ， 下 次 有 机 会 再 买
1111,非常好，舒服不过敏，挺实惠的，下次有机会再买,1111.0,_,挺实惠的,正面,价格,非 常 好 ， 舒 服 不 过 敏 ， 挺 实 惠 的 ， 下 次 有 机 会 再 买
1112,还没用看包装还可以,1112.0,包装,还可以,正面,包装,还 没 用 看 包 装 还 可 以
1113,我之用过，真的好,1113.0,_,真的好,正面,整体,我 之 用 过 ， 真 的 好
1114,一直用***的卸妆水，我是敏感肌这款比较温合，新包装确实比老包装好多了，只要轻轻的按一下就好了，点赞,1114.0,_,比较温合,正面,使用体验,一 直 用 * * * 的 卸 妆 水 ， 我 是 敏 感 肌 这 款 比 较 温 合 ， 新 包 装 确 实 比 老 包 装 好 多 了 ， 只 要 轻 轻 的 按 一 下 就 好 了 ， 点 赞
1114,一直用***的卸妆水，我是敏感肌这款比较温合，新包装确实比老包装好多了，只要轻轻的按一下就好了，点赞,1114.0,新包装,_,正面,包装,一 直 用 * * * 的 卸 妆 水 ， 我 是 敏 感 肌 这 款 比 较 温 合 ， 新 包 装 确 实 比 老 包 装 好 多 了 ， 只 要 轻 轻 的 按 一 下 就 好 了 ， 点 赞
1114,一直用***的卸妆水，我是敏感肌这款比较温合，新包装确实比老包装好多了，只要轻轻的按一下就好了，点赞,1114.0,包装,好多,正面,包装,一 直 用 * * * 的 卸 妆 水 ， 我 是 敏 感 肌 这 款 比 较 温 合 ， 新 包 装 确 实 比 老 包 装 好 多 了 ， 只 要 轻 轻 的 按 一 下 就 好 了 ， 点 赞
1114,一直用***的卸妆水，我是敏感肌这款比较温合，新包装确实比老包装好多了，只要轻轻的按一下就好了，点赞,1114.0,_,点赞,正面,整体,一 直 用 * * * 的 卸 妆 水 ， 我 是 敏 感 肌 这 款 比 较 温 合 ， 新 包 装 确 实 比 老 包 装 好 多 了 ， 只 要 轻 轻 的 按 一 下 就 好 了 ， 点 赞
1115,物流好快，服务态度也好，值得购买,1115.0,物流,好快,正面,物流,物 流 好 快 ， 服 务 态 度 也 好 ， 值 得 购 买
1115,物流好快，服务态度也好，值得购买,1115.0,服务态度,好,正面,物流,物 流 好 快 ， 服 务 态 度 也 好 ， 值 得 购 买
1116,挺好的，是正品，一直相信**，没让我失望过，挺开心。。,1116.0,_,挺好的,正面,整体,挺 好 的 ， 是 正 品 ， 一 直 相 信 * * ， 没 让 我 失 望 过 ， 挺 开 心 。 。
1116,挺好的，是正品，一直相信**，没让我失望过，挺开心。。,1116.0,_,是正品,正面,真伪,挺 好 的 ， 是 正 品 ， 一 直 相 信 * * ， 没 让 我 失 望 过 ， 挺 开 心 。 。
1116,挺好的，是正品，一直相信**，没让我失望过，挺开心。。,1116.0,_,挺开心,正面,整体,挺 好 的 ， 是 正 品 ， 一 直 相 信 * * ， 没 让 我 失 望 过 ， 挺 开 心 。 。
1117,宝贝收到，物流很快，昨天下单，今天就到了，一直用这个牌子，喜欢信赖**,1117.0,物流,很快,正面,物流,宝 贝 收 到 ， 物 流 很 快 ， 昨 天 下 单 ， 今 天 就 到 了 ， 一 直 用 这 个 牌 子 ， 喜 欢 信 赖 * *
1118,实惠，以前没用过，这次试试，看着袋子很漂亮。,1118.0,_,实惠,正面,价格,实 惠 ， 以 前 没 用 过 ， 这 次 试 试 ， 看 着 袋 子 很 漂 亮 。
1118,实惠，以前没用过，这次试试，看着袋子很漂亮。,1118.0,袋子,很漂亮,正面,包装,实 惠 ， 以 前 没 用 过 ， 这 次 试 试 ， 看 着 袋 子 很 漂 亮 。
1119,第一次用这一款面膜 感觉还不错很服帖  多敷几片再来评价哦&hellip,1119.0,_,还不错,正面,整体,第 一 次 用 这 一 款 面 膜 感 觉 还 不 错 很 服 帖 多 敷 几 片 再 来 评 价 哦 & @
1119,第一次用这一款面膜 感觉还不错很服帖  多敷几片再来评价哦&hellip,1119.0,_,很服帖,正面,使用体验,第 一 次 用 这 一 款 面 膜 感 觉 还 不 错 很 服 帖 多 敷 几 片 再 来 评 价 哦 & @
1120,不错，挺细腻的,1120.0,_,不错,正面,整体,不 错 ， 挺 细 腻 的
1120,不错，挺细腻的,1120.0,_,挺细腻的,正面,使用体验,不 错 ， 挺 细 腻 的
1121,看着挺好，淡淡香味，一直用***的，非常好用,1121.0,_,挺好,正面,整体,看 着 挺 好 ， 淡 淡 香 味 ， 一 直 用 * * * 的 ， 非 常 好 用
1121,看着挺好，淡淡香味，一直用***的，非常好用,1121.0,香味,淡淡,正面,气味,看 着 挺 好 ， 淡 淡 香 味 ， 一 直 用 * * * 的 ， 非 常 好 用
1121,看着挺好，淡淡香味，一直用***的，非常好用,1121.0,_,非常好用,正面,整体,看 着 挺 好 ， 淡 淡 香 味 ， 一 直 用 * * * 的 ， 非 常 好 用
1122,质量还不错。发货速度也快。挺喜欢这一款。值得推荐。,1122.0,_,还不错,正面,整体,质 量 还 不 错 。 发 货 速 度 也 快 。 挺 喜 欢 这 一 款 。 值 得 推 荐 。
1122,质量还不错。发货速度也快。挺喜欢这一款。值得推荐。,1122.0,发货速度,快,正面,物流,质 量 还 不 错 。 发 货 速 度 也 快 。 挺 喜 欢 这 一 款 。 值 得 推 荐 。
1122,质量还不错。发货速度也快。挺喜欢这一款。值得推荐。,1122.0,_,挺喜欢,正面,整体,质 量 还 不 错 。 发 货 速 度 也 快 。 挺 喜 欢 这 一 款 。 值 得 推 荐 。
1123,之前用过，这瓶还没用。应该很好的，希望是正品。,1123.0,_,应该,负面,整体,之 前 用 过 ， 这 瓶 还 没 用 。 应 该 很 好 的 ， 希 望 是 正 品 。
1123,之前用过，这瓶还没用。应该很好的，希望是正品。,1123.0,_,很好的,正面,整体,之 前 用 过 ， 这 瓶 还 没 用 。 应 该 很 好 的 ， 希 望 是 正 品 。
1123,之前用过，这瓶还没用。应该很好的，希望是正品。,1123.0,_,希望是正品,中性,真伪,之 前 用 过 ， 这 瓶 还 没 用 。 应 该 很 好 的 ， 希 望 是 正 品 。
1124,还行吧！一直用***产品。,1124.0,_,还行吧,正面,整体,还 行 吧 ！ 一 直 用 * * * 产 品 。
1125,相当不错，物流给力，好评！超级好评！,1125.0,_,相当不错,正面,整体,相 当 不 错 ， 物 流 给 力 ， 好 评 ！ 超 级 好 评 ！
1125,相当不错，物流给力，好评！超级好评！,1125.0,物流,给力,正面,物流,相 当 不 错 ， 物 流 给 力 ， 好 评 ！ 超 级 好 评 ！
1125,相当不错，物流给力，好评！超级好评！,1125.0,_,好评,正面,整体,相 当 不 错 ， 物 流 给 力 ， 好 评 ！ 超 级 好 评 ！
1125,相当不错，物流给力，好评！超级好评！,1125.0,_,超级好评,正面,整体,相 当 不 错 ， 物 流 给 力 ， 好 评 ！ 超 级 好 评 ！
1126,试了试不卡粉挺好的，下次再来,1126.0,_,不卡粉,正面,使用体验,试 了 试 不 卡 粉 挺 好 的 ， 下 次 再 来
1126,试了试不卡粉挺好的，下次再来,1126.0,_,挺好的,正面,整体,试 了 试 不 卡 粉 挺 好 的 ， 下 次 再 来
1127,之前没用过这款  也不知道好不好用  质地在手上试了下，很湿润，就是味道和力士香皂味道很像?,1127.0,_,很湿润,正面,使用体验,之 前 没 用 过 这 款 也 不 知 道 好 不 好 用 质 地 在 手 上 试 了 下 ， 很 湿 润 ， 就 是 味 道 和 力 士 香 皂 味 道 很 像 ?
1127,之前没用过这款  也不知道好不好用  质地在手上试了下，很湿润，就是味道和力士香皂味道很像?,1127.0,味道,_,正面,气味,之 前 没 用 过 这 款 也 不 知 道 好 不 好 用 质 地 在 手 上 试 了 下 ， 很 湿 润 ， 就 是 味 道 和 力 士 香 皂 味 道 很 像 ?
1127,之前没用过这款  也不知道好不好用  质地在手上试了下，很湿润，就是味道和力士香皂味道很像?,1127.0,味道,很像,负面,气味,之 前 没 用 过 这 款 也 不 知 道 好 不 好 用 质 地 在 手 上 试 了 下 ， 很 湿 润 ， 就 是 味 道 和 力 士 香 皂 味 道 很 像 ?
1128,好评，效果很好，老婆很喜欢。,1128.0,_,好评,正面,整体,好 评 ， 效 果 很 好 ， 老 婆 很 喜 欢 。
1128,好评，效果很好，老婆很喜欢。,1128.0,_,很好,正面,整体,好 评 ， 效 果 很 好 ， 老 婆 很 喜 欢 。
1128,好评，效果很好，老婆很喜欢。,1128.0,_,很喜欢,正面,整体,好 评 ， 效 果 很 好 ， 老 婆 很 喜 欢 。
1129,买来库存的，感觉很不错，慢慢用，家里都很多面膜,1129.0,_,很不错,正面,整体,买 来 库 存 的 ， 感 觉 很 不 错 ， 慢 慢 用 ， 家 里 都 很 多 面 膜
1130,宝贝挺好用的，非常满意，下次再来,1130.0,_,挺好用的,正面,整体,宝 贝 挺 好 用 的 ， 非 常 满 意 ， 下 次 再 来
1130,宝贝挺好用的，非常满意，下次再来,1130.0,_,非常满意,正面,整体,宝 贝 挺 好 用 的 ， 非 常 满 意 ， 下 次 再 来
1131,感觉有点干吧，没怎么用,1131.0,_,有点干,负面,使用体验,感 觉 有 点 干 吧 ， 没 怎 么 用
1132,面膜真心不错，关键是物流超级快！头天晚上9点40下的单，第二天中午就到了！,1132.0,_,真心不错,正面,整体,面 膜 真 心 不 错 ， 关 键 是 物 流 超 级 快 ！ 头 天 晚 上 & 点 & 下 的 单 ， 第 二 天 中 午 就 到 了 ！
1132,面膜真心不错，关键是物流超级快！头天晚上9点40下的单，第二天中午就到了！,1132.0,物流,超级快,正面,物流,面 膜 真 心 不 错 ， 关 键 是 物 流 超 级 快 ！ 头 天 晚 上 & 点 & 下 的 单 ， 第 二 天 中 午 就 到 了 ！
1133,还不错，很好用，价格也优惠，满意,1133.0,_,还不错,正面,整体,还 不 错 ， 很 好 用 ， 价 格 也 优 惠 ， 满 意
1133,还不错，很好用，价格也优惠，满意,1133.0,_,很好用,正面,整体,还 不 错 ， 很 好 用 ， 价 格 也 优 惠 ， 满 意
1133,还不错，很好用，价格也优惠，满意,1133.0,价格,优惠,正面,价格,还 不 错 ， 很 好 用 ， 价 格 也 优 惠 ， 满 意
1133,还不错，很好用，价格也优惠，满意,1133.0,_,满意,正面,整体,还 不 错 ， 很 好 用 ， 价 格 也 优 惠 ， 满 意
1134,使用起来效果还不错，**物流也很快，就是一开始我填错收货地址了哈哈哈,1134.0,_,还不错,正面,整体,使 用 起 来 效 果 还 不 错 ， * * 物 流 也 很 快 ， 就 是 一 开 始 我 填 错 收 货 地 址 了 哈 哈 哈
1134,使用起来效果还不错，**物流也很快，就是一开始我填错收货地址了哈哈哈,1134.0,物流,很快,正面,物流,使 用 起 来 效 果 还 不 错 ， * * 物 流 也 很 快 ， 就 是 一 开 始 我 填 错 收 货 地 址 了 哈 哈 哈
1134,使用起来效果还不错，**物流也很快，就是一开始我填错收货地址了哈哈哈,1134.0,收,_,正面,物流,使 用 起 来 效 果 还 不 错 ， * * 物 流 也 很 快 ， 就 是 一 开 始 我 填 错 收 货 地 址 了 哈 哈 哈
1135,满意，还不错，质地轻薄，持久效果没有宣传的那么好，还送了卸妆油，发货也快,1135.0,_,满意,正面,整体,满 意 ， 还 不 错 ， 质 地 轻 薄 ， 持 久 效 果 没 有 宣 传 的 那 么 好 ， 还 送 了 卸 妆 油 ， 发 货 也 快
1135,满意，还不错，质地轻薄，持久效果没有宣传的那么好，还送了卸妆油，发货也快,1135.0,_,还不错,正面,整体,满 意 ， 还 不 错 ， 质 地 轻 薄 ， 持 久 效 果 没 有 宣 传 的 那 么 好 ， 还 送 了 卸 妆 油 ， 发 货 也 快
1135,满意，还不错，质地轻薄，持久效果没有宣传的那么好，还送了卸妆油，发货也快,1135.0,持久效果,么好,正面,功效,满 意 ， 还 不 错 ， 质 地 轻 薄 ， 持 久 效 果 没 有 宣 传 的 那 么 好 ， 还 送 了 卸 妆 油 ， 发 货 也 快
1135,满意，还不错，质地轻薄，持久效果没有宣传的那么好，还送了卸妆油，发货也快,1135.0,发货,快,正面,物流,满 意 ， 还 不 错 ， 质 地 轻 薄 ， 持 久 效 果 没 有 宣 传 的 那 么 好 ， 还 送 了 卸 妆 油 ， 发 货 也 快
1136,棒棒哒棒棒哒棒棒哒！轻薄透气,1136.0,_,棒棒哒,正面,整体,棒 棒 哒 棒 棒 哒 棒 棒 哒 ！ 轻 薄 透 气
1136,棒棒哒棒棒哒棒棒哒！轻薄透气,1136.0,_,棒棒哒,正面,整体,棒 棒 哒 棒 棒 哒 棒 棒 哒 ！ 轻 薄 透 气
1136,棒棒哒棒棒哒棒棒哒！轻薄透气,1136.0,_,棒棒哒,正面,整体,棒 棒 哒 棒 棒 哒 棒 棒 哒 ！ 轻 薄 透 气
1136,棒棒哒棒棒哒棒棒哒！轻薄透气,1136.0,_,轻薄,正面,使用体验,棒 棒 哒 棒 棒 哒 棒 棒 哒 ！ 轻 薄 透 气
1136,棒棒哒棒棒哒棒棒哒！轻薄透气,1136.0,_,透气,正面,使用体验,棒 棒 哒 棒 棒 哒 棒 棒 哒 ！ 轻 薄 透 气
1137,挺大一瓶的，按压式的，卸妆效果也还好。但肯定没有水油的那种效果好，这个清爽不油腻。,1137.0,卸妆效果,还好,正面,功效,挺 大 一 瓶 的 ， 按 压 式 的 ， 卸 妆 效 果 也 还 好 。 但 肯 定 没 有 水 油 的 那 种 效 果 好 ， 这 个 清 爽 不 油 腻 。
1137,挺大一瓶的，按压式的，卸妆效果也还好。但肯定没有水油的那种效果好，这个清爽不油腻。,1137.0,_,清爽,正面,使用体验,挺 大 一 瓶 的 ， 按 压 式 的 ， 卸 妆 效 果 也 还 好 。 但 肯 定 没 有 水 油 的 那 种 效 果 好 ， 这 个 清 爽 不 油 腻 。
1137,挺大一瓶的，按压式的，卸妆效果也还好。但肯定没有水油的那种效果好，这个清爽不油腻。,1137.0,_,不油腻,正面,使用体验,挺 大 一 瓶 的 ， 按 压 式 的 ， 卸 妆 效 果 也 还 好 。 但 肯 定 没 有 水 油 的 那 种 效 果 好 ， 这 个 清 爽 不 油 腻 。
1138,东西收到，试用了下，很好用，而且卖家还送了面膜。物流也很快！,1138.0,_,很好用,正面,整体,东 西 收 到 ， 试 用 了 下 ， 很 好 用 ， 而 且 卖 家 还 送 了 面 膜 。 物 流 也 很 快 ！
1138,东西收到，试用了下，很好用，而且卖家还送了面膜。物流也很快！,1138.0,物流,很快,正面,物流,东 西 收 到 ， 试 用 了 下 ， 很 好 用 ， 而 且 卖 家 还 送 了 面 膜 。 物 流 也 很 快 ！
1139,老顾客了，钟爱,1139.0,_,钟爱,正面,整体,老 顾 客 了 ， 钟 爱
1140,面膜很好！也很划算！,1140.0,_,很好,正面,整体,面 膜 很 好 ！ 也 很 划 算 ！
1140,面膜很好！也很划算！,1140.0,_,很划算,正面,价格,面 膜 很 好 ！ 也 很 划 算 ！
1141,一直用这款，提亮肤色很不错，希望活动多一点。,1141.0,提亮肤色,很不错,正面,功效,一 直 用 这 款 ， 提 亮 肤 色 很 不 错 ， 希 望 活 动 多 一 点 。
1141,一直用这款，提亮肤色很不错，希望活动多一点。,1141.0,活动,_,正面,价格,一 直 用 这 款 ， 提 亮 肤 色 很 不 错 ， 希 望 活 动 多 一 点 。
1142,很好用 淡淡的香味 用完后脸也不会有紧绷的感觉,1142.0,_,很好用,正面,整体,很 好 用 淡 淡 的 香 味 用 完 后 脸 也 不 会 有 紧 绷 的 感 觉
1142,很好用 淡淡的香味 用完后脸也不会有紧绷的感觉,1142.0,香味,淡淡的,正面,气味,很 好 用 淡 淡 的 香 味 用 完 后 脸 也 不 会 有 紧 绷 的 感 觉
1142,很好用 淡淡的香味 用完后脸也不会有紧绷的感觉,1142.0,_,不会有紧绷的,正面,使用体验,很 好 用 淡 淡 的 香 味 用 完 后 脸 也 不 会 有 紧 绷 的 感 觉
1143,贴起来很舒服，没有一点不舒服，好评好评,1143.0,_,很舒服,正面,使用体验,贴 起 来 很 舒 服 ， 没 有 一 点 不 舒 服 ， 好 评 好 评
1143,贴起来很舒服，没有一点不舒服，好评好评,1143.0,_,没有一点不舒服,正面,使用体验,贴 起 来 很 舒 服 ， 没 有 一 点 不 舒 服 ， 好 评 好 评
1143,贴起来很舒服，没有一点不舒服，好评好评,1143.0,_,好评,正面,整体,贴 起 来 很 舒 服 ， 没 有 一 点 不 舒 服 ， 好 评 好 评
1143,贴起来很舒服，没有一点不舒服，好评好评,1143.0,_,好评,正面,整体,贴 起 来 很 舒 服 ， 没 有 一 点 不 舒 服 ， 好 评 好 评
1144,还行吧 无功无过,1144.0,_,还行吧,正面,整体,还 行 吧 无 功 无 过
1144,还行吧 无功无过,1144.0,_,无功无过,正面,整体,还 行 吧 无 功 无 过
1145,面膜不错，保温效果好，精华液也挺多的,1145.0,_,不错,正面,整体,面 膜 不 错 ， 保 温 效 果 好 ， 精 华 液 也 挺 多 的
1145,面膜不错，保温效果好，精华液也挺多的,1145.0,保温效果,好,正面,功效,面 膜 不 错 ， 保 温 效 果 好 ， 精 华 液 也 挺 多 的
1145,面膜不错，保温效果好，精华液也挺多的,1145.0,精华液,挺多的,正面,成分,面 膜 不 错 ， 保 温 效 果 好 ， 精 华 液 也 挺 多 的
1146,一直在用，挺好的,1146.0,_,挺好的,正面,整体,一 直 在 用 ， 挺 好 的
1147,外观还不错，试试看才知道质量什么样。,1147.0,外观,还不错,正面,包装,外 观 还 不 错 ， 试 试 看 才 知 道 质 量 什 么 样 。
1148,不错，多次购买了,1148.0,_,不错,正面,整体,不 错 ， 多 次 购 买 了
1149,赠送的礼品，不错,1149.0,礼品,_,正面,价格,赠 送 的 礼 品 ， 不 错
1149,赠送的礼品，不错,1149.0,_,不错,正面,整体,赠 送 的 礼 品 ， 不 错
1150,查过了，是正品，就是包装感觉有点不好，差点让我怀疑是不是买到假货了，不过这样子也挺环保的吧哈哈哈哈哈,1150.0,_,是正品,正面,真伪,查 过 了 ， 是 正 品 ， 就 是 包 装 感 觉 有 点 不 好 ， 差 点 让 我 怀 疑 是 不 是 买 到 假 货 了 ， 不 过 这 样 子 也 挺 环 保 的 吧 哈 哈 哈 哈 哈
1150,查过了，是正品，就是包装感觉有点不好，差点让我怀疑是不是买到假货了，不过这样子也挺环保的吧哈哈哈哈哈,1150.0,包装,点不好,负面,包装,查 过 了 ， 是 正 品 ， 就 是 包 装 感 觉 有 点 不 好 ， 差 点 让 我 怀 疑 是 不 是 买 到 假 货 了 ， 不 过 这 样 子 也 挺 环 保 的 吧 哈 哈 哈 哈 哈
1150,查过了，是正品，就是包装感觉有点不好，差点让我怀疑是不是买到假货了，不过这样子也挺环保的吧哈哈哈哈哈,1150.0,_,挺环保,正面,气味,查 过 了 ， 是 正 品 ， 就 是 包 装 感 觉 有 点 不 好 ， 差 点 让 我 怀 疑 是 不 是 买 到 假 货 了 ， 不 过 这 样 子 也 挺 环 保 的 吧 哈 哈 哈 哈 哈
1151,收到宝贝了  物流很快,1151.0,物流,很快,正面,物流,收 到 宝 贝 了 物 流 很 快
1152,非常好用，,1152.0,_,非常好用,正面,整体,非 常 好 用 ，
1153,收到了，快递很给力，还没用，等用了再来追评,1153.0,快递,很给力,正面,物流,收 到 了 ， 快 递 很 给 力 ， 还 没 用 ， 等 用 了 再 来 追 评
1154,买给老婆的。老婆用了很喜欢。称赞我的眼光好！,1154.0,_,很喜欢,正面,整体,买 给 老 婆 的 。 老 婆 用 了 很 喜 欢 。 称 赞 我 的 眼 光 好 ！
1155,昨晚下的单，金天就收到货了，自赢就是快,1155.0,_,快,正面,物流,昨 晚 下 的 单 ， 金 天 就 收 到 货 了 ， 自 赢 就 是 快
1156,扫码验证，果然是正品。。。。效果还没试,1156.0,_,是正品,正面,真伪,扫 码 验 证 ， 果 然 是 正 品 。 。 。 。 效 果 还 没 试
1157,物流垃圾回来的时候有一瓶挤出来了味道好大不喜欢,1157.0,物流,垃圾,负面,物流,物 流 垃 圾 回 来 的 时 候 有 一 瓶 挤 出 来 了 味 道 好 大 不 喜 欢
1157,物流垃圾回来的时候有一瓶挤出来了味道好大不喜欢,1157.0,味道,好大,正面,气味,物 流 垃 圾 回 来 的 时 候 有 一 瓶 挤 出 来 了 味 道 好 大 不 喜 欢
1158,非常好用，味道也好闻，一直都在用这个牌子,1158.0,_,非常好用,正面,整体,非 常 好 用 ， 味 道 也 好 闻 ， 一 直 都 在 用 这 个 牌 子
1158,非常好用，味道也好闻，一直都在用这个牌子,1158.0,味道,好闻,正面,气味,非 常 好 用 ， 味 道 也 好 闻 ， 一 直 都 在 用 这 个 牌 子
1159,很好用，遮暇效果很好！！,1159.0,_,很好用,正面,整体,很 好 用 ， 遮 暇 效 果 很 好 ！ ！
1159,很好用，遮暇效果很好！！,1159.0,遮暇效果,很好,正面,功效,很 好 用 ， 遮 暇 效 果 很 好 ！ ！
1160,很不错哦！回头客了,1160.0,_,很不错,正面,整体,很 不 错 哦 ！ 回 头 客 了
1161,跟实品店一样，价格比店里低,1161.0,价格,低,正面,价格,跟 实 品 店 一 样 ， 价 格 比 店 里 低
1162,这款气垫BB很好用，亲们赶快下手,1162.0,_,很好用,正面,整体,这 款 气 垫 @ 很 好 用 ， 亲 们 赶 快 下 手
1163,不好用，太干,1163.0,_,不好用,负面,整体,不 好 用 ， 太 干
1163,不好用，太干,1163.0,_,太干,负面,使用体验,不 好 用 ， 太 干
1164,**速度真快，上午买的，下午就到了，面膜也便宜待试试效果咋样,1164.0,速度,真快,正面,物流,* * 速 度 真 快 ， 上 午 买 的 ， 下 午 就 到 了 ， 面 膜 也 便 宜 待 试 试 效 果 咋 样
1164,**速度真快，上午买的，下午就到了，面膜也便宜待试试效果咋样,1164.0,_,便宜,正面,价格,* * 速 度 真 快 ， 上 午 买 的 ， 下 午 就 到 了 ， 面 膜 也 便 宜 待 试 试 效 果 咋 样
1165,混合型皮肤，感觉上完妆脸白一大圈，估计我是太黑了,1165.0,_,一,负面,功效,混 合 型 皮 肤 ， 感 觉 上 完 妆 脸 白 一 大 圈 ， 估 计 我 是 太 黑 了
1165,混合型皮肤，感觉上完妆脸白一大圈，估计我是太黑了,1165.0,_,圈,负面,功效,混 合 型 皮 肤 ， 感 觉 上 完 妆 脸 白 一 大 圈 ， 估 计 我 是 太 黑 了
1165,混合型皮肤，感觉上完妆脸白一大圈，估计我是太黑了,1165.0,_,太黑,负面,功效,混 合 型 皮 肤 ， 感 觉 上 完 妆 脸 白 一 大 圈 ， 估 计 我 是 太 黑 了
1166,不知道用得怎么样，好评吧,1166.0,_,好评,正面,整体,不 知 道 用 得 怎 么 样 ， 好 评 吧
