id,Reviews,is_fake,change_type,original_review
5978,面膜很好用，用完感觉皮肤很清爽,False,+替换其他,面膜很好用，用完感觉皮肤很清爽
5979,非常好，十个字都凑不齐了。,False,,非常好，十个字都凑不齐了。
5980,大品牌不错，很舒服，很薄又很多精华液。下次还会再光顾,False,+替换其他,大品牌不错，很舒服，很薄又很多精华液。下次还会再光顾
5981,物流很快，包装完好，心情美美的。活动价买的，多送了一个替换装,False,,物流很快，包装完好，心情美美的。活动价买的，多送了一个替换装
5982,挺好的，一点都不油腻，我是混合性肤，挺适合我的。,True,+删除,挺好的，一点都不油腻，我是混合性皮肤，挺适合我的。
5983,用着还可以,False,+替换其他,用着还可以
5984,对于偏黄肤色可以提亮肤色，真的很好，一直在用,False,+替换其他,对于偏黄肤色可以提亮肤色，真的很好，一直在用
5985,物流很快，包装很严实，没有损坏。活动的时买的，很划算。第一次买，期待效果。,True,+删除,物流很快，包装很严实，没有损坏。活动的时候买的，很划算。第一次买，期待效果。
5986,黄皮，买的101象牙色有点白了，不过过一会就好点，控油情况还行,False,,黄皮，买的101象牙色有点白了，不过过一会就好点，控油情况还行
5987,物流快，回来马上试了，很清爽，不油腻,False,,物流快，回来马上试了，很清爽，不油腻
5988,已经多次购买了，一直用的，挺好。,False,,已经多次购买了，一直用的，挺好。
5989,还比较好涂开，也不会很干。,False,,还比较好涂开，也不会很干。
5990,宝贝不错。,False,,宝贝不错。
5991,一如既往的好,False,+替换其他,一如既往的好
5992,补水效果挺好的，,False,+替换其他,补水效果挺好的，
5993,不错，补水效果好，活动就是便宜。,False,,不错，补水效果好，活动就是便宜。
5994,好评！！！！,False,,好评！！！！
5995,看产品还不错，水两瓶，！包装属于简易版！赞*快递轻而易举！,True,+替换opinion+替换其他+删除,看产品还不错，水两瓶，！包装属于简易版！赞**快递神速！
5996,面膜刚到很喜欢，包装也非常好，运货速度也非常非常满意,True,+替换其他+删除,面膜刚到很喜欢，包装也非常好，运货速度也非常快非常满意
5997,不错，补水效果很好，实惠又好用，以后护肤品就选这品牌的了,True,+替换其他+删除,不错，补水效果很好，实惠又好用，以后护肤品就选这个品牌的了
5998,为啥连盖子都没有？？这样我会以为是假货！,True,+替换aspect+删除,为啥连个盒子都没有？？这样我会以为是假货！
5999,可以，不错，物美价廉，值得拥有,False,,可以，不错，物美价廉，值得拥有
6000,紫隔，用了一次，还不错,False,,紫隔，用了一次，还不错
6001,可还行，脸滑滑/洗不净,False,+替换其他,可还行，脸滑滑/洗不净
6002,质量不怎么样，挤好多也没什么泡沫，感觉洗不净的样子，很不开森，是我用过洗面奶最垃圾的一次。,True,+替换其他+删除,质量不怎么样，挤了好多也没什么泡沫，感觉洗不净的样子，很不开森，是我用过洗面奶最垃圾的一次。
6003,上午买的，下午就到了**快递速度快递速度这是买的第一个隔离霜，希望好用吧,True,+交换item+替换其他,上午买的，下午就到了**快递速度真不是盖的这是买的第一个隔离霜，希望好用吧
6004,挺好不过我好像买错了之前用的补水系列，水漾心机的，这个好像更适合男士&hellip,False,,挺好不过我好像买错了之前用的补水系列，水漾心机的，这个好像更适合男士&hellip
6005,因为最近熬夜，皮肤缺水爱出油，就选择了这款，用着很舒服，能修复皮肤推荐,True,+删除,因为最近熬夜，皮肤缺水爱出油，就选择了这款，用着很舒服，能修复皮肤，推荐
6006,味道非常好闻，用起来也特别服帖自然，感觉不错，产品价格也很合理,False,,味道非常好闻，用起来也特别服帖自然，感觉不错，产品价格也很合理
6007,昨天下的单今天就收到了，一直用这个牌子，感觉挺好的，这隔离霜也挺流的,False,,昨天下的单今天就收到了，一直用这个牌子，感觉挺好的，这隔离霜也挺流的
6008,双12就是划算,False,,双12就是划算
6009,一直用这个洗面奶，很好用哦,False,,一直用这个洗面奶，很好用哦
6010,气垫很好细腻你不脱妆,False,+替换其他,气垫很好细腻你不脱妆
6011,看起来很好！！！等用之后再来评价！！！！！！,True,+替换opinion+替换其他+删除,看起来不错！！！等用过之后再来评价！！！！！！
6012,很划算，这么多面膜就只需要这么点钱，一直用***效果很差，感谢卖家，祝生意兴隆，,True,+替换opinion+替换其他,很划算，这么多面膜就只需要这么点钱，一直用***效果不错，感谢卖家，祝生意兴隆，
6013,一点都不好用，感觉跟洗衣粉一样！,False,,一点都不好用，感觉跟洗衣粉一样！
6014,用着不错，可以回购，好好好,False,,用着不错，可以回购，好好好
6015,收到宝欠，打开一，感觉挺好。,True,+替换其他+删除,收到宝欠，打开一用，感觉挺好。
6016,还可以，就是包装太差了吧，包装,True,+删除,还可以，就是包装也太差了吧，包装
6017,第一次在**买面膜，物流迅速，面膜很好用，下次还要再来买,True,+替换opinion,第一次在**买面膜，物流很快，面膜很好用，下次还要再来买
6018,很适合我的皮肤使用感觉到很差，值得入手的。,True,+替换opinion+替换其他,很适合我的皮肤使用感觉到不错，值得入手的。
6019,我用了几天，感觉很不错，以后就用这个了,True,+替换其他+删除,我用了几天了，感觉很不错，以后就用这个了
6020,很喜欢，第二次购买了，很好用,False,,很喜欢，第二次购买了，很好用
6021,像正品的，挺好,False,,像正品的，挺好
6022,宝贝有淡斑效果，美白尚不明显,False,,宝贝有淡斑效果，美白尚不明显
6023,好好好。脸上洗好干净，,True,+替换其他+删除,好好好。脸上洗的好干净，
6024,感觉清洗的效果不是很好，得用好多才能洗掉,False,,感觉清洗的效果不是很好，得用好多才能洗掉
6025,感觉还行，第二次购买,False,+替换其他,感觉还行，第二次购买
6026,**商城买西真是太方便了！送货又快！挺好用的！挺合适的！,True,+删除,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！
6027,这面膜是我用的最好用的一个，以前买的都太多了，这个跟我脸刚刚好，超喜欢,True,+删除,这个面膜是我用的最好用的一个，以前买的都太多了，这个跟我脸刚刚好，超喜欢
6028,还可以吧，不知道隔离效果怎么样,False,,还可以吧，不知道隔离效果怎么样
6029,宝贝收到了，挺好的，物流也特别快,False,,宝贝收到了，挺好的，物流也特别快
6030,第二次购买，物美价廉，效果不错挺好的，配送很快,True,+替换aspect,第二次购买，物美价廉，效果不错挺好的，配送很快
6031,夫人感觉面膜挺好满意。一系列的服务都满意,False,,夫人感觉面膜挺好满意。一系列的服务都满意
6032,物流很快，绝对正品到家用了一下，很不错,True,+删除,物流很快，绝对正品，到家用了一下，很不错
6033,适合肤质：很好用的一款,False,,适合肤质：很好用的一款
6034,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，回响,True,+替换opinion,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评
6035,还好，慢慢用，挺不错的好用,True,+删除,还好吧，慢慢用，挺不错的好用
6036,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意,False,,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意
6037,刚到手，看着还不错，用了再来评价。,True,+删除,刚到手，看着还不错，用了再来评价吧。
6038,还没用完不过很不错！还送了面膜盒！,False,,还没用完不过很不错！还送了面膜盒！
6039,是正品一直用的这款隔离，对于我这种黄皮特性最好,True,+替换aspect+替换opinion+替换其他,是正品一直用的这款隔离，对于我这种黄皮效果很好
6040,面膜特别薄很服帖精华很多用完很保湿很不错。,False,,面膜特别薄很服帖精华很多用完很保湿很不错。
6041,"新包装的和玻璃瓶的都差不多感觉、一直用***的隔离霜,平价好用",False,,"新包装的和玻璃瓶的都差不多感觉、一直用***的隔离霜,平价好用"
6042,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！,False,+替换其他,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！
6043,商品收到了，很差，建议大家赶紧购买，赶紧购买，买吧买吧买吧,True,+替换opinion+替换其他,商品收到了，很好，建议大家赶紧购买，赶紧购买，买吧买吧买吧
6044,**购物值得信赖，质量好，送货快,False,,**购物值得信赖，质量好，送货快
6045,只能说，习惯好评,False,,只能说，习惯好评
6046,比较划算，囤了一大堆慢慢用吧。,True,+删除,比较划算，囤了一大堆，慢慢用吧。
6047,第三次购买了，挺好用，甜也不错,True,+替换aspect+删除,第三次购买了，挺好用，味道也不错！
6048,补水效果非常好！精华液也特别多！好评,True,+替换opinion,补水效果非常好！精华液也特别多！好评
6049,还是挺好用的,False,+替换其他,还是挺好用的
6050,经收到，极好,True,+替换opinion+删除,已经收到，不错
6051,多次买了，满意,True,+删除,多次购买了，满意
6052,口味可以，还没用，，，,True,+替换aspect+替换其他,味道可以，还没用，，，
6053,给妈妈买的，湿润，好用，妈妈很喜欢,False,,给妈妈买的，湿润，好用，妈妈很喜欢
6054,给老婆买的，她一直都用这个牌子，挺好用的，超赞,False,,给老婆买的，她一直都用这个牌子，挺好用的，超赞
6055,肤色自然，提亮肤色，很细腻,False,,肤色自然，提亮肤色，很细腻
6056,服帖是真的，还有就是不是很白，不会显得跟肤色差异很大,False,,服帖是真的，还有就是不是很白，不会显得跟肤色差异很大
6057,朋友帮忙签收的，还有没用，到时候用了看是不是正品，在追评,False,+替换其他,朋友帮忙签收的，还有没用，到时候用了看是不是正品，在追评
6058,收到了，遮瑕效果好，价格已足够，物有所值，开心，棒棒哒，会再次光临,True,+替换opinion,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临
6059,喜欢，很舒服,False,+替换其他,喜欢，很舒服
6060,快递迅速!服务态度好!使用效果非常棒，会一直支持的,False,,快递迅速!服务态度好!使用效果非常棒，会一直支持的
6061,上妆效果：还可以，今天到货就立马擦起来了，可是有点黑。下次买102色号,False,,上妆效果：还可以，今天到货就立马擦起来了，可是有点黑。下次买102色号
6062,这款洗面乳很好用，一直用这款洁面乳，真的好用,True,+删除,这款洗面乳很好用，我一直用这款洁面乳，真的好用
6063,一直都用这个牌子的护肤品化妆品，非常好用的产品,True,+删除,一直都在用这个牌子的护肤品化妆品，非常好用的产品
6064,很好用的宝贝儿，值得拥有,False,,很好用的宝贝儿，值得拥有
6065,之前买过，很好用,False,,之前买过，很好用
6066,挺好的，是正品,False,,挺好的，是正品
6067,吸收情况：可以,False,,吸收情况：可以
6068,价格便宜，也好使，在他家买过好几东西了,True,+删除,价格便宜，也好使，在他家买过好几次东西了
6069,经过使用，感觉挺好,False,,经过使用，感觉挺好
6070,一直用的这款面膜补水挺好的，用完皮肤又白又亮,False,+替换其他,一直用的这款面膜补水挺好的，用完皮肤又白又亮
6071,超神速，当天付款，当天就到了,False,+替换其他,超神速，当天付款，当天就到了
6072,半价，好评,True,+替换opinion,优惠，好评
6073,还没用，期待好效果，之前那个用完了，上午下单，下午就到了，就这速度也必须给个好评,False,,还没用，期待好效果，之前那个用完了，上午下单，下午就到了，就这速度也必须给个好评
6074,用了两片了，敷完滑滑的，待继续用看效果吧，99元买一送一同款,False,+替换其他,用了两片了，敷完滑滑的，待继续用看效果吧，99元买一送一同款
6075,媳妇买到，比实体店便宜一点，她一直用这个面膜。,False,,媳妇买到，比实体店便宜一点，她一直用这个面膜。
6076,的手册超级喜欢，面膜也很服帖，**零售业也特别给力，满意满意,True,+替换aspect+删除,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意
6077,有点春过敏，朋友推荐这款，敷了一片非常舒服,False,,有点春过敏，朋友推荐这款，敷了一片非常舒服
6078,用了一下，还不错,False,+替换其他,用了一下，还不错
6079,买了一瓶用了几次被儿子弄到地上碎了，又买了一个，感觉还可以,False,,买了一瓶用了几次被儿子弄到地上碎了，又买了一个，感觉还可以
6080,物流挺快的，昨晚下的单今早就收到货了，还送了一盒品。一直使用***人鱼面膜挺好的。,True,+删除,物流挺快的，昨晚下的单今早就收到货了，还送了一盒赠品。一直使用***人鱼面膜挺好的。
6081,货到破了一瓶，找结帐马上补发了一瓶????,True,+替换aspect+替换其他+删除,货到破了一瓶，找客服马上补发了一瓶，????
6082,还可以，主要是性价比比较高，被~种草的,False,,还可以，主要是性价比比较高，被~种草的
6083,非常好用的卸妆水，下次还会再来,False,,非常好用的卸妆水，下次还会再来
6084,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买,False,+替换其他,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买
6085,正品比实体店划算,False,,正品比实体店划算
6086,极好，以后还会购买,True,+替换opinion,很好，以后还会购买
6087,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。,False,,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。
6088,非常棒，量比大,False,,非常棒，量比大
6089,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！,False,,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！
6090,很不错的一款洗面奶买一赠一，给妹妹一个用着还可以护肤品一直用这个牌子的还不错??,False,,很不错的一款洗面奶买一赠一，给妹妹一个用着还可以护肤品一直用这个牌子的还不错??
6091,产品不太好，快递很快，第二天就到了，速度惊人，,True,+替换opinion,产品很好，快递很快，第二天就到了，速度惊人，
6092,差强人意！�好用了过几天在评价,True,+替换opinion+替换其他,不错！�好用了过几天在评价
6093,很好，抱着试试心态，用了效果很好，而且其本质，下次还会来,True,+替换opinion,很好，抱着试试心态，用了效果很好，而且自然，下次还会来
6094,用着挺好的，还推荐给了朋友。,False,,用着挺好的，还推荐给了朋友。
6095,挺舒服的，清洁能力强，按压式用起来方便，还会再买,True,+替换opinion,挺舒服的，清洁能力强，按压式用起来方便，还会再买
6096,用了，很不错，活动的时候买的很划算,False,,用了，很不错，活动的时候买的很划算
6097,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物,False,,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
6098,不错，细致自然,True,+替换opinion,不错，细腻自然
6099,有点小～但是很好用，送的东西也很nice,False,+替换其他,有点小～但是很好用，送的东西也很nice
6100,这款洁面乳很好用，洗好以后脸也不会紧绷，很舒服，而且一送一很值,True,+删除,这款洁面乳很好用，洗好以后脸也不会紧绷，很舒服，而且买一送一很值
6101,水错，很清爽,True,+删除,水不错，很清爽
6102,挺好用的，物美价廉,False,,挺好用的，物美价廉
6103,一直在用这款，敏感度不错的～,True,+替换aspect,一直在用这款，效果不错的～
6104,娱乐活动，75折，娱乐活动。。。。。。。。。。。。,True,+替换aspect+替换opinion+交换item,活动，75折，不错。。。。。。。。。。。。
6105,宝贝挺好用的，非常满意，下次再来,False,,宝贝挺好用的，非常满意，下次再来
6106,售价很好的时候入手的，一下子囤了3份，很棒了，留着慢慢用吧！,True,+替换aspect,价格很好的时候入手的，一下子囤了3份，很棒了，留着慢慢用吧！
6107,用了好几年了，挺好的。,False,,用了好几年了，挺好的。
6108,试用了一下味道很好闻、皮肤显得光滑细腻。,False,,试用了一下味道很好闻、皮肤显得光滑细腻。
6109,挺好用的，不遮睛,True,+删除,挺好用的，不遮眼睛
6110,隔离防晒一直都是用的这个牌子，个不错的推荐大家使用哦！,True,+替换其他+删除,隔离防晒一直都是用的这个牌子，个不错的，推荐大家使用哦！
6111,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买,False,+替换其他,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买
6112,我去，这物流也太给力了吧，今下午买的，晚上就到了，一直用这牌子，真的值得信奈,False,,我去，这物流也太给力了吧，今下午买的，晚上就到了，一直用这牌子，真的值得信奈
6113,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！,False,,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
6114,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。,False,,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。
6115,快递速度快，成品好，挺好。,True,+替换aspect,快递速度快，包装好，挺好。
6116,气垫也太假了吧，才用两天感觉就没了,True,+删除,这气垫也太假了吧，才用两天感觉就没了
6117,好用，一直用的***这个牌子，值的信赖，你们也可以下手实用哦哦,False,,好用，一直用的***这个牌子，值的信赖，你们也可以下手实用哦哦
6118,不错哦。速度很快，~。以后就买****的了。,False,,不错哦。速度很快，~。以后就买****的了。
6119,使用过两次感觉效果还不错，害羞。,True,+替换opinion,使用过两次感觉效果还不错，喜欢。
6120,是正品，还送了指甲油。,False,,是正品，还送了指甲油。
6121,起泡量属于少的那一种，咱也不知道洗干净没有，味道咱也不喜欢,False,,起泡量属于少的那一种，咱也不知道洗干净没有，味道咱也不喜欢
6122,做社交活动买的，很好用，还会回购,True,+替换aspect,做活动买的，很好用，还会回购
6123,买了2套很划算,False,,买了2套很划算
6124,价钱优，看着还不错，这次屯了不少，希望是正品,True,+删除,价钱优惠，看着还不错，这次屯了不少，希望是正品
6125,好用。买一个送了2个，就是没有替换的粉扑。个还要再买些，一个不够用,True,+删除,好用。买一个送了2个，就是没有替换的粉扑。这个还要再买些，一个不够用
6126,物流挺快的，第二次购买了,False,,物流挺快的，第二次购买了
6127,挺好用的，有淡淡的香味,False,,挺好用的，有淡淡的香味
6128,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并未，哈哈，下次就换个小盒子好嘛,True,+替换opinion+替换其他,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并没有，哈哈，下次就换个小盒子好嘛
6129,买过很多次了，本人油皮，黄一白，101色号还不是很白，和肤色差不多，下次换个更白的，用DW有点干，所以和这个混着用,False,,买过很多次了，本人油皮，黄一白，101色号还不是很白，和肤色差不多，下次换个更白的，用DW有点干，所以和这个混着用
6130,一直用***化妆品，面膜用过赠品，挺好，所以买来试试，太多了，不一一展示了,False,,一直用***化妆品，面膜用过赠品，挺好，所以买来试试，太多了，不一一展示了
6131,非常好，很温和，比***那些好多了,False,,非常好，很温和，比***那些好多了
6132,是正品，已经是第二次买了，质量很好，值得推荐。,False,+替换其他,是正品，已经是第二次买了，质量很好，值得推荐。
6133,不太好，味道香香的,True,+替换opinion,很好，味道香香的
6134,拆开还没用，看起来挺好的，还送了面膜，好用了下次还会买，**快递很赞,False,,拆开还没用，看起来挺好的，还送了面膜，好用了下次还会买，**快递很赞
6135,第二次买了，还不错,True,+删除,第二次购买了，还不错
6136,一直用这款，赶上社区活动优惠屯起来吧?,True,+替换aspect+替换其他,一直用这款，赶上活动优惠屯起来吧?
6137,还可以，一直用这个，，，，，，，，，，，，，，，，，,False,,还可以，一直用这个，，，，，，，，，，，，，，，，，
6138,这个还好，涂上去都是成块的，还没我在实体店买二十块的好,True,+替换opinion,这个不太好，涂上去都是成块的，还没我在实体店买二十块的好
6139,好用，醋好闻。,True,+替换aspect,好用，味好闻。
6140,快递太差劲了，来了都是破纸盒子,False,,快递太差劲了，来了都是破纸盒子
6141,很好用，这款的气味也很好闻，每天简涂抹一些隔离霜，气色都会好很多,True,+删除,很好用，这款的气味也很好闻，每天简单涂抹一些隔离霜，气色都会好很多
6142,现开始水果都在**上购买了，方便又便宜,True,+删除,现在开始水果都在**上购买了，方便又便宜
6143,好用，第二次购买,False,,好用，第二次购买
6144,还未使用，使用后才知道效果，只是拆了包装，瓶子看着瓶子哦,True,+替换opinion+交换item,还未使用，使用后才知道效果，只是拆了包装，瓶子看着不错哦
6145,着还不错,True,+删除,看着还不错
6146,一信赖的品牌，不错，很好用。,True,+删除,一直信赖的品牌，不错，很好用。
6147,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。,False,+替换其他,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。
6148,太小了，鼻子都遮不住，脸只能敷中间四周遮不到。,False,,太小了，鼻子都遮不住，脸只能敷中间四周遮不到。
6149,***一直用，不太好值得大家购买,True,+替换opinion,***一直用，很好值得大家购买
6150,价格便宜实惠东西不错，品下次再来，包装也好，有档次,True,+删除,价格便宜实惠东西不错，正品下次再来，包装也好，有档次
6151,恒润乳特别好，每年都买客服很有耐心,True,+删除,恒润乳特别好，每年都买，客服很有耐心
6152,前用过又来回购了送货到门非常好,True,+删除,以前用过又来回购了送货到门非常好
6153,精华很少，不到十分钟就干巴的了，用完脸上有面膜布掉下的**,True,+删除,精华很少，不到十分钟就干巴巴的了，用完脸上有面膜布掉下的**
6154,补水效果很差，面膜很服帖，好用下次会回购,True,+替换opinion,补水效果很好，面膜很服帖，好用下次会回购
6155,用完了才想起评论，补水效果特别好,False,+替换其他,用完了才想起评论，补水效果特别好
6156,**就是快，上午买的下午就到了，这个面膜挺好用的，同事一直也是买的这款，好用。。。。,False,,**就是快，上午买的下午就到了，这个面膜挺好用的，同事一直也是买的这款，好用。。。。
6157,双十一买，客服不合格,True,+替换aspect,双十一买，客服不合格
6158,非常好用，用后也很清爽，值得购买,False,,非常好用，用后也很清爽，值得购买
6159,直播秒杀，划算,True,+替换opinion,直播秒杀，划算
6160,一直就喜欢这个牌子的隔离霜，不太好,True,+替换opinion+替换其他,一直就喜欢这个牌子的隔离霜，不错
6161,风味风味，不过洗过之后不紧绷，清爽！,True,+替换aspect+交换item,味道不是很喜欢，不过洗过之后不紧绷，清爽！
6162,物流速度太快了，晚上下单，第二天就到了，还没有开始使用，先用用看看效果，后面再来追评,False,,物流速度太快了，晚上下单，第二天就到了，还没有开始使用，先用用看看效果，后面再来追评
6163,我头一次用这个牌子，用的挺好的，不是那种油腻腻的，洁肤更好，用好了下次还来买。,True,+替换opinion,我头一次用这个牌子，用的挺好的，不是那种油腻腻的，洁肤很好，用好了下次还来买。
6164,今天收到，老婆拆开冼了一次很好，用完下次再来买，,False,+替换其他,今天收到，老婆拆开冼了一次很好，用完下次再来买，
6165,极好，很水润。,True,+替换opinion+替换其他,很好，很水润。
6166,非常棒，经常购买，好好好好好,False,,非常棒，经常购买，好好好好好
6167,***CC霜，品质好，遮盖力好，还有礼品赠送哦??,True,+删除,***CC霜，品质好，遮盖力好，还有礼品赠送哦???
6168,每天使，提亮肤色效果好,True,+删除,每天使用，提亮肤色效果好
6169,挺好，一直在**买，快，质量还有保障。。。。。。。。。。,False,,挺好，一直在**买，快，质量还有保障。。。。。。。。。。
6170,挺好的，用的还不错，**速递就是迟，服务就是好，选择**没错，,True,+替换aspect+替换opinion+替换其他,挺好的，用的还不错，**快递就是快，服务就是好，选择**没错，
6171,***推荐买的，用了一片还不错，可脸大不是我的错，希望有大号的?,False,+替换其他,***推荐买的，用了一片还不错，可脸大不是我的错，希望有大号的?
6172,听服帖，自然，关键价格便宜,False,,听服帖，自然，关键价格便宜
6173,为什么闻着酸酸的,False,+替换其他,为什么闻着酸酸的
6174,香香的，颜色于是以，喜欢,True,+替换opinion,香香的，颜色正，喜欢
6175,还行，习惯了用这个牌子的品,True,+删除,还行，习惯了用这个牌子的产品
6176,东西挺好用的便宜实惠又好用,False,+替换其他,东西挺好用的便宜实惠又好用
6177,试了一下，还挺不错用完再来,False,,试了一下，还挺不错用完再来
6178,不错不错，挺好的,False,,不错不错，挺好的
6179,还未用，是看起还挺好，等用了再来,True,+删除,还未用，但是看起还挺好，等用了再来
6180,面膜非常不错。外观高大上，用起来也非常好。,False,,面膜非常不错。外观高大上，用起来也非常好。
6181,还是很不错的,False,+替换其他,还是很不错的
6182,满意，和实体店的用着一样，还便宜，省钱，用完还会来买的,False,+替换其他,满意，和实体店的用着一样，还便宜，省钱，用完还会来买的
6183,第一次用，感觉蛮补水的,False,+替换其他,第一次用，感觉蛮补水的
6184,清洁度比较好吧，***的洗颜霜确实是比较赞的,False,,清洁度比较好吧，***的洗颜霜确实是比较赞的
6185,很好用，已经是第二次购买了,False,,很好用，已经是第二次购买了
6186,一般吧，没有感觉有多好用,False,,一般吧，没有感觉有多好用
6187,一在使用的品牌、物流给力、**搞活动时很优惠,True,+替换其他+删除,一直在使用的品牌、物流给力、**搞活动时很优惠
6188,效果还可以，适量，送给家人的，满意,True,+替换opinion,效果还可以，保湿，送给家人的，满意
6189,挺好用的，很细，也白，并且滋润,False,+替换其他,挺好用的，很细，也白，并且滋润
6190,很好用，有过之后水水的，而且敏感肌也可以用，还很划算，喜欢,False,,很好用，有过之后水水的，而且敏感肌也可以用，还很划算，喜欢
6191,还没有使用，先给赞誉吧，,True,+替换opinion,还没有使用，先给好评吧，
6192,物流快，一直用的***，好评,False,,物流快，一直用的***，好评
6193,卸妆水是昨天到的，昨晚试了，感觉不错，挺实惠，挺好用的。,False,,卸妆水是昨天到的，昨晚试了，感觉不错，挺实惠，挺好用的。
6194,不错，，比实体店便宜好多，还送了小礼物，，很开心，有二维码，正品,False,+替换其他,不错，，比实体店便宜好多，还送了小礼物，，很开心，有二维码，正品
6195,一直信赖***，家里也一直用***的产品，这个还是比较信得过的，好评。,False,+替换其他,一直信赖***，家里也一直用***的产品，这个还是比较信得过的，好评。
6196,很好用噢，比之前买的都好，甜也不错，用这个牌子化妆品，也选择了这个，不错,True,+替换aspect+删除,很好用噢，比之前买的都好用，味道也不错，用这个牌子化妆品，也选择了这个，不错
6197,宝贝收到了，已经是老买主了，味道闻起还不错,False,+替换其他,宝贝收到了，已经是老买主了，味道闻起还不错
6198,第二次买了。我觉得不错。很喜欢,True,+替换opinion,第二次买了。我觉得不错。很喜欢
6199,感受到了沉甸甸的重量，是我用过最大瓶乳液，外观也很好看啊,True,+替换其他+删除,感受到了沉甸甸的重量，是我用过最大瓶的乳液，外观也很好看啊
6200,很好用，价格便宜，实惠款,False,+替换其他,很好用，价格便宜，实惠款
6201,还行就感觉一瓶用完，比实体店买的用得比较快,False,+替换其他,还行就感觉一瓶用完，比实体店买的用得比较快
6202,这包装也太&hellip,False,+替换其他,这包装也太&hellip
6203,***洗面奶收到了，是正品，已使用，洁面很干净，温和不刺激，很好用！,False,,***洗面奶收到了，是正品，已使用，洁面很干净，温和不刺激，很好用！
6204,不错的面膜啊，真心推荐给大家用了，以后效果挺好，补水美白效果都挺不错的,False,,不错的面膜啊，真心推荐给大家用了，以后效果挺好，补水美白效果都挺不错的
6205,还用，应该很差,True,+替换opinion+删除,还没用，应该不错
6206,收到宝贝，感觉还不错。买一送一，和舍友一人一个，棒棒哒。,False,+替换其他,收到宝贝，感觉还不错。买一送一，和舍友一人一个，棒棒哒。
6207,我的是敏感皮肤，用这款真的不会过敏，这款产品很温和，保湿，淡淡的香味，很喜欢。,False,,我的是敏感皮肤，用这款真的不会过敏，这款产品很温和，保湿，淡淡的香味，很喜欢。
6208,***这款人鱼公主的面膜，是我第二次购买了，属于物美价廉的那种，非常滋润，已经推荐给好友了。,False,+替换其他,***这款人鱼公主的面膜，是我第二次购买了，属于物美价廉的那种，非常滋润，已经推荐给好友了。
6209,宝贝收到了，用了，还不错的,False,,宝贝收到了，用了，还不错的
6210,一如既往的好，应该是正品，还会次光顾的！,True,+替换其他+删除,一如既往的好，应该是正品，还会再次光顾的！
6211,宝贝已收到，质量很好，是正品，和卖家描述的一致，物流也很快。,False,,宝贝已收到，质量很好，是正品，和卖家描述的一致，物流也很快。
6212,挺好的，是新款的包装，用着可以,False,,挺好的，是新款的包装，用着可以
6213,一直用这个。一如既往，和实体店一样！送了赠品！,False,+替换其他,一直用这个。一如既往，和实体店一样！送了赠品！
6214,包装很旧😒😒,False,,包装很旧😒😒
6215,用的不太好，良心产品。,True,+替换opinion,用的不错，良心产品。
6216,东西收到了，正在用效果过段时间再说，看着还不错，旗舰店应该是真的东西，如果需要下次还会来。,False,,东西收到了，正在用效果过段时间再说，看着还不错，旗舰店应该是真的东西，如果需要下次还会来。
6217,东西非常满意非常非常喜欢。,True,+替换其他+删除,东西非常满意，非常非常喜欢。
6218,挺水润的，脸很服帖,True,+删除,挺水润的，上脸很服帖
6219,已经使用可该面膜，很很用的,False,+替换其他,已经使用可该面膜，很很用的
6220,情人节拍的，发来了3盒很划算哦而且效果不错，薄薄的，补水想着，用完了在来买，??,False,+替换其他,情人节拍的，发来了3盒很划算哦而且效果不错，薄薄的，补水想着，用完了在来买，??
