id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
4785,_, , ,还不错,2,5,整体,正面
4785,_, , ,很舒服,16,19,使用体验,正面
4786,竹叶,5,7,淡淡的,2,5,气味,正面
4786,_, , ,还可以,8,11,整体,正面
4787,菁华,8,10,挺多的,10,13,成分,正面
4787,_, , ,还不错,4,7,整体,正面
4787,_, , ,挺好用的,14,18,使用体验,正面
4788,_, , ,不错,0,2,整体,正面
4788,补水效果,3,7,极好,7,9,功效,正面
4789,物流业,0,2,很快,2,4,物流,正面
4789,态度,5,7,很好,7,9,物流,正面
4789,颜值,12,14,很高,14,16,包装,正面
4790,_, , ,极佳,2,4,整体,正面
4791,物流,6,8,超快,8,10,物流,正面
4791,延展性,20,23,很好,23,25,使用体验,正面
4791,_, , ,调节肤色,31,35,功效,正面
4791,_, , ,很好用,36,39,整体,正面
4792,_, , ,挺好,3,5,整体,正面
4792,味道,6,8,挺清淡的,9,13,气味,正面
4793,_, , ,非常好,0,3,整体,正面
4794,_, , ,很好用,2,5,整体,正面
4794,补水效果,5,9,很好,9,11,功效,正面
4795,包装,0,2,完好,2,4,包装,正面
4795,快递小哥服务,5,11,很好,11,13,物流,中性
4796,_, , ,挺好的,0,3,整体,正面
4796,_, , ,不错,15,17,整体,正面
4797,剪裁,8,10,_, , ,包装,中性
4798,_, , ,很不错,2,5,整体,正面
4798,_, , ,干净,6,8,功效,正面
4798,_, , ,不紧绷,8,11,使用体验,正面
4799,送货速度,0,4,快,4,5,物流,正面
4799,包装,6,8,完整,8,10,包装,正面
4799,_, , ,杠杠的,15,18,整体,正面
4800,_, , ,比较喜欢,14,18,整体,正面
4800,_, , ,挺补水的,27,31,功效,正面
4800,_, , ,水嫩的,42,45,使用体验,正面
4801,包装,6,8,_, , ,包装,正面
4801,滋润度,16,19,正好,23,25,使用体验,正面
4801,增白效果,32,36,不喜欢,37,40,功效,负面
4802,_, , ,很好用,5,8,整体,正面
4802,_, , ,用量少,9,12,使用体验,正面
4802,_, , ,洗的干净,12,16,功效,正面
4803,_, , ,很不错,10,13,整体,正面
4804,遮瑕效果,9,13,不错,13,15,功效,正面
4804,_, , ,挺好用,0,3,整体,正面
4804,_, , ,很好,6,8,整体,正面
4804,_, , ,湿润,16,18,使用体验,正面
4805,补水效果,0,4,太好,4,6,功效,正面
4805,_, , ,5星好评,29,33,整体,正面
4806,_, , ,挺好用的,16,20,整体,正面
4806,_, , ,是正品,21,24,真伪,正面
4807,_, , ,很好用,0,3,整体,正面
4808,送货速度,2,6,真的很快,6,10,物流,正面
4808,服务态度,11,15,好,16,17,物流,正面
4809,价格,7,9,便宜,9,11,价格,正面
4809,_, , ,还不错,2,5,整体,正面
4810,_, , ,还可以,30,33,整体,正面
4811,_, , ,挺好的,4,7,整体,正面
4812,_, , ,物美价廉,4,8,价格,正面
4812,_, , ,不错,0,2,整体,正面
4813,香味,8,10,不是很喜欢,11,16,气味,负面
4813,_, , ,有保湿效果,17,22,功效,正面
4814,收货,10,12,完美,8,10,物流,正面
4814,_, , ,很喜欢,0,3,整体,正面
4814,_, , ,非常好,4,7,整体,正面
4815,设计,28,30,很贴心,24,27,包装,正面
4815,_, , ,挺好的,0,3,整体,正面
4815,_, , ,很便宜,15,18,价格,正面
4816,_, , ,便,3,5,物流,正面
4816,_, , ,还可以,8,11,整体,正面
4816,_, , ,满意,12,14,整体,正面
4817,_, , ,很喜欢,0,3,整体,正面
4818,_, , ,不泛白,4,7,功效,正面
4818,_, , ,不是特别油腻,8,14,使用体验,正面
4818,_, , ,还可以,15,18,整体,正面
4818,防晒效果,19,23,_, , ,功效,中性
4819,VIP,4,7,就是快,2,4,物流,正面
4820,_, , ,很好用,14,17,整体,正面
4821,_, , ,一般般,0,3,整体,中性
4822,_, , ,还挺好用的,2,7,整体,正面
4823,_, , ,还可以,0,3,整体,正面
4823,包装,18,20,不是很好,20,24,包装,负面
4823,转化,10,12,挺好的,12,15,使用体验,正面
4824,_, , ,非常不错,0,4,整体,正面
4824,_, , ,非常划算,14,18,价格,正面
4824,_, , ,太棒了,23,26,价格,正面
4825,补水效果,19,23,极好,23,25,功效,正面
4825,_, , ,很好用,15,18,整体,正面
4826,_, , ,很好用,9,12,整体,正面
4826,_, , ,不过敏,15,18,整体,正面
4827,大型活动,1,3,挺优惠的,4,8,价格,正面
4828,价格,9,11,实惠,15,17,价格,正面
4828,_, , ,是正品,18,21,真伪,正面
4828,零售业,22,24,快,24,25,物流,正面
4829,_, , ,好评,37,39,整体,正面
4830,到货,0,2,快,2,3,物流,正面
4830,_, , ,好用,4,6,整体,正面
4830,补水,7,9,好,13,14,功效,正面
4830,隔离效果,9,13,好,13,14,功效,正面
4830,价位,15,17,实惠,17,19,价格,正面
4830,_, , ,很喜欢,23,26,整体,正面
4830,_, , ,很划算,20,23,价格,正面
4831,包装,3,5,没心情了,6,10,包装,负面
4831,_, , ,不知道是不是正品,11,19,真伪,中性
4832,_, , ,很不错,9,12,整体,正面
4832,_, , ,很差,17,19,其他,正面
4832,_, , ,自然,20,22,功效,正面
4833,_, , ,还不错,5,8,整体,正面
4834,_, , ,好评,11,13,整体,正面
4834,快递小哥,17,21,好,26,27,物流,正面
4834,_, , ,给赞,28,30,整体,正面
4835,清洁能力,0,4,很给力,5,8,功效,正面
4836,_, , ,好用,5,7,整体,正面
4836,_, , ,非常的服帖,8,13,使用体验,正面
4836,精华液,14,17,不多,18,20,成分,正面
4836,_, , ,很清爽,28,31,使用体验,正面
4836,_, , ,很喜欢,32,35,整体,正面
4837,_, , ,还不错,22,25,整体,正面
4838,_, , ,评价,6,8,整体,正面
4839,服务项目,24,26,好,26,27,服务,正面
4840,_, , ,很不错,0,3,整体,正面
4840,_, , ,价格低廉,4,6,价格,正面
4840,_, , ,好用,6,8,整体,正面
4840,_, , ,喜欢,8,10,整体,正面
4841,_, , ,舒服,2,4,使用体验,正面
4841,_, , ,不错,4,6,整体,正面
4841,_, , ,实惠,17,19,价格,正面
4841,_, , ,实用,20,22,整体,正面
4842,_, , ,很舒服,2,5,整体,正面
4843,快递,0,2,很快,2,4,物流,正面
4843,味道,8,10,还好,11,13,气味,正面
4843,_, , ,很喜欢,5,8,整体,正面
4844,_, , ,不刺激,2,5,使用体验,正面
4845,仓储,6,8,很快,8,10,物流,正面
4845,快递小哥,11,15,很热情,15,18,物流,正面
4846,_, , ,还不错,8,11,整体,正面
4846,_, , ,挺喜欢,12,15,整体,正面
4847,_, , ,还不错,15,18,整体,正面
4848,_, , ,不知道是不是正品,0,8,真伪,中性
4849,_, , ,还不错,7,10,整体,正面
4849,_, , ,便宜,11,13,价格,正面
4850,_, , ,很好,2,4,整体,正面
4850,_, , ,很心塞,23,26,价格,负面
4851,_, , ,很舒服,17,20,使用体验,正面
4851,_, , ,非常不错,4,8,整体,正面
4852,_, , ,浮粉,0,2,使用体验,负面
4852,_, , ,不贴合,3,6,使用体验,负面
4853,_, , ,太快了,9,12,物流,正面
4854,_, , ,非常不错,5,9,整体,正面
4854,_, , ,物有所值,0,4,整体,正面
4855,_, , ,非常好,0,3,整体,正面
4855,_, , ,很划算,9,12,价格,正面
4856,辣味,0,2,很不错,2,5,气味,正面
4856,_, , ,好用,26,28,整体,正面
4857,_, , ,极好,3,5,整体,正面
4858,遮瑕效果,0,4,_, , ,功效,中性
4859,价格,35,37,美丽,38,40,价格,正面
4859,精髓,8,10,很多,10,12,成分,正面
4859,_, , ,很不错,2,5,整体,正面
4860,_, , ,确实不错,0,4,整体,正面
4861,物流,16,18,就是快,18,21,物流,正面
4861,快递小哥服务态度,31,39,比较好,39,42,物流,正面
4861,_, , ,比较满意,0,4,整体,正面
4862,_, , ,不错,2,4,整体,正面
4863,_, , ,非常不错,13,17,整体,正面
4864,_, , ,挺不错的,9,13,整体,正面
4864,_, , ,很补水,21,24,功效,正面
4865,_, , ,还不错,26,29,整体,正面
4866,_, , ,还行,0,2,整体,正面
4866,味道,4,6,不习惯,9,12,气味,负面
4867,物流,14,16,挺快的,17,20,物流,正面
4867,_, , ,挺好的,0,3,整体,正面
4868,_, , ,很保湿,3,6,功效,正面
4868,_, , ,很划算,9,12,价格,正面
4869,_, , ,太合适,8,11,价格,正面
4869,补水,25,27,_, , ,功效,中性
4869,美白,19,21,_, , ,功效,中性
4869,紧致,17,19,_, , ,功效,中性
4870,_, , ,还行,22,24,整体,正面
4870,_, , ,挺滋润的,24,28,使用体验,正面
4871,_, , ,很好用,17,20,整体,正面
4871,_, , ,补水,21,23,功效,正面
4871,快递,25,27,真的很快,27,31,物流,正面
4872,价位,20,22,合理,23,25,价格,正面
4872,_, , ,不错,11,13,整体,正面
4873,_, , ,还好吧,0,3,整体,正面
4874,_, , ,羡慕,6,8,整体,正面
4875,_, , ,很好用,0,3,整体,正面
4876,水份,3,5,充足,5,7,成分,正面
4876,保湿效果,8,12,棒,13,14,功效,正面
4876,_, , ,很好,0,2,整体,正面
4877,泡沫,12,14,丰富,14,16,使用体验,正面
4877,_, , ,干净,19,21,功效,正面
4877,_, , ,不干燥,21,24,使用体验,正面
4878,_, , ,还可以,6,9,整体,正面
4879,_, , ,不贵,7,9,价格,正面
4879,_, , ,好用,11,13,整体,正面
4879,_, , ,不错,4,6,整体,正面
4879,_, , ,很自然,18,21,功效,正面
4879,_, , ,挺喜欢的,22,26,整体,正面
4880,_, , ,超级喜欢,14,18,整体,正面
4880,_, , ,不错,0,2,整体,正面
4880,_, , ,应该可以,33,37,整体,正面
4881,_, , ,质优价廉,0,4,价格,正面
4881,送货速度,5,9,快,9,10,物流,正面
4882,_, , ,超级划算,0,4,价格,正面
4882,盒子,16,18,很漂亮,18,21,包装,正面
4882,_, , ,润润的,25,28,使用体验,正面
4883,_, , ,不错,14,16,整体,正面
4884,_, , ,不过敏,8,11,使用体验,正面
4885,_, , ,不错,10,12,整体,正面
4886,_, , ,不错,0,2,整体,正面
4886,_, , ,挺满意的,3,7,整体,正面
4887,_, , ,还不错,14,17,整体,正面
4888,价格,16,18,很好,7,9,使用体验,正面
4888,_, , ,美白,10,12,功效,正面
4888,_, , ,遮瑕,13,15,功效,正面
4888,价格,16,18,挺实惠,19,22,价格,正面
4888,_, , ,货真价值,23,27,整体,正面
4889,_, , ,最好,0,2,整体,正面
4890,_, , ,不太好,7,9,整体,正面
4891,价位,13,15,便宜,15,17,价格,正面
4891,送货,18,20,快,20,21,物流,正面
4891,_, , ,挺好的,0,3,整体,正面
4891,_, , ,很方便,22,25,整体,正面
4891,_, , ,很喜欢,4,7,整体,正面
4892,物流,6,8,特别快,8,11,物流,正面
4893,包装,29,31,忒简单,31,34,包装,负面
4893,_, , ,薄点,17,19,使用体验,正面
4894,_, , ,可以,7,9,整体,正面
4895,价格,7,9,实惠,9,11,价格,正面
4895,_, , ,不错,13,15,整体,正面
4895,_, , ,喜欢,17,19,整体,正面
4896,物流,0,2,快速,2,3,物流,正面
4897,卸妆,0,2,还不错,2,5,整体,正面
4897,赠品,6,8,_, , ,价格,正面
4898,_, , ,非常好,4,7,整体,正面
4898,物流,10,12,非常强,13,16,物流,正面
4899,_, , ,挺好用的,0,4,整体,正面
4899,_, , ,太少了,6,9,其他,负面
4900,_, , ,很舒服,3,6,整体,正面
4900,_, , ,不会浮粉,7,11,使用体验,正面
4901,_, , ,很好用,0,3,整体,正面
4901,_, , ,挺湿润的,4,8,使用体验,正面
4901,_, , ,不干,9,11,使用体验,正面
4901,物流,25,27,给力,29,31,物流,正面
4902,_, , ,很好用,0,3,整体,正面
4903,_, , ,正品,8,10,真伪,正面
4904,_, , ,非常好,0,3,整体,正面
4904,_, , ,好帖,8,10,使用体验,正面
4904,_, , ,好喜欢,5,8,整体,正面
4905,_, , ,挺好的,8,11,整体,正面
4906,_, , ,一般般,6,9,整体,中性
4907,_, , ,还可以,0,3,整体,正面
4908,包装,0,2,很大气,2,5,包装,正面
4908,_, , ,很服帖,7,10,使用体验,正面
4908,外观,12,14,很漂亮,15,18,包装,正面
4909,_, , ,很好,5,7,整体,正面
4909,_, , ,廉宜,9,11,价格,正面
4910,辣味,20,22,害羞,17,19,气味,正面
4911,_, , ,还不错,0,3,整体,正面
4911,_, , ,挺清爽的,6,10,使用体验,正面
4912,_, , ,挺好的,0,3,整体,正面
4912,_, , ,低价,11,13,价格,正面
4913,_, , ,最实汇的,0,4,价格,正面
4914,快递,7,9,非常给力,9,13,物流,正面
4914,活动力度,23,24,大,19,23,价格,正面
4914,_, , ,很便宜,25,28,价格,正面
4915,补水效果,8,12,超好,12,14,功效,正面
4915,_, , ,好实惠,4,7,价格,正面
4916,_, , ,五星好评,13,17,整体,正面
4917,泡沫,4,6,不多,6,8,使用体验,中性
4917,清洁力,10,13,跟强,13,15,功效,正面
4917,_, , ,很好用,0,3,整体,正面
4917,_, , ,有香味,16,19,气味,正面
4917,_, , ,很补水,23,26,功效,正面
4918,_, , ,正品,3,5,真伪,正面
4919,_, , ,那么白,9,12,功效,负面
4920,_, , ,不怎么样,2,6,整体,负面
4920,_, , ,不是很遮瑕,7,12,功效,负面
4920,_, , ,不服帖,13,16,使用体验,负面
4921,质量,2,4,不错,4,6,其他,正面
4921,_, , ,非常喜欢,6,10,整体,正面
4921,_, , ,很满意,16,19,整体,正面
4922,_, , ,很润,0,2,使用体验,正面
4922,_, , ,喜欢,3,5,整体,正面
4923,_, , ,有点味道,2,6,气味,负面
4923,_, , ,不太喜欢,7,11,气味,负面
4923,_, , ,还好,14,16,整体,正面
4923,_, , ,过得去,17,20,整体,正面
4924,_, , ,很实惠,2,5,价格,正面
4925,_, , ,非常满意,5,9,整体,正面
4925,快递员,18,21,很好,22,24,物流,正面
4925,_, , ,好评,25,27,整体,正面
4926,_, , ,五分好评,11,15,整体,正面
4926,价格,6,8,划算,8,10,价格,正面
4927,发货速度,0,4,不久,4,6,物流,正面
4928,_, , ,不错,0,2,整体,正面
4929,_, , ,挺好的,12,15,整体,正面
4929,_, , ,好用,22,24,整体,正面
4930,_, , ,不错,2,4,整体,正面
4930,_, , ,不油,5,7,使用体验,正面
4931,_, , ,稍微过敏,20,24,使用体验,负面
4932,价钱,5,7,很美丽,8,11,价格,正面
4932,_, , ,挺好了,0,3,整体,正面
4933,_, , ,非常好,13,16,整体,正面
4933,_, , ,不沙眼睛,21,25,使用体验,正面
4934,清爽度,0,3,_, , ,使用体验,中性
4934,_, , ,实惠,9,11,价格,正面
4935,_, , ,挺好用,0,3,整体,正面
4935,价格,20,22,大众化,22,24,价格,正面
4936,_, , ,确实不错,6,10,整体,正面
4937,包装,25,27,较好,27,29,包装,正面
4938,性价比,20,23,高,24,25,价格,正面
4938,_, , ,好用,17,19,整体,正面
4939,_, , ,很好,5,7,整体,正面
4940,保湿,12,14,很不错,14,17,功效,正面
4941,精华,5,7,特别多,8,11,成分,正面
4941,_, , ,非常好用,0,4,整体,正面
4942,_, , ,瞩目,23,25,整体,中性
4943,上妆效果,0,4,容易上装,5,9,使用体验,正面
4943,_, , ,自然,14,16,功效,正面
4943,_, , ,不干燥,21,24,使用体验,正面
4944,_, , ,蛮好用的,2,6,整体,正面
4944,_, , ,蛮白的,11,14,功效,正面
4944,_, , ,特别细腻,23,27,使用体验,正面
4944,_, , ,均匀,27,29,功效,正面
4945,_, , ,方便,12,14,整体,正面
4945,速度,17,19,快,19,20,物流,正面
4946,_, , ,一般,0,2,整体,中性
4947,_, , ,喜欢,12,14,整体,正面
4947,_, , ,提亮肤色,7,11,功效,正面
4948,_, , ,好惊喜,32,35,整体,正面
4949,_, , ,还不错,16,19,整体,正面
4950,包装,1,3,不行,5,7,包装,负面
4951,_, , ,特别好用,9,13,整体,正面
4952,_, , ,超喜欢,7,10,整体,正面
4952,_, , ,很不错,14,17,整体,正面
4952,_, , ,一如既往的喜欢,20,27,整体,正面
4953,_, , ,补水,35,37,功效,正面
4953,_, , ,保湿,37,39,功效,正面
4953,_, , ,提亮,39,41,功效,正面
4953,_, , ,清洁,41,43,功效,正面
4953,_, , ,收缩毛孔,43,47,功效,正面
4954,_, , ,很好,9,11,整体,正面
4954,_, , ,不错,36,38,整体,正面
4955,_, , ,绝对正品,23,27,真伪,正面
4955,_, , ,不过敏,41,44,使用体验,正面
4955,_, , ,美美哒,37,40,整体,正面
4956,卖家,3,5,很好,0,2,服务,正面
4956,款待,12,14,_, , ,价格,正面
4957,价钱,12,14,合理,14,16,价格,正面
4957,赠品,17,19,很多,19,21,价格,正面
4958,_, , ,很好用,0,3,整体,正面
4958,_, , ,很白,4,6,功效,正面
4959,_, , ,还不错,7,10,整体,正面
4959,价格,11,13,很亲民,14,17,价格,正面
4960,消炎,0,2,不错,6,8,功效,正面
4960,_, , ,显白,14,16,功效,正面
4960,隔离效果,2,6,不错,6,8,功效,正面
4961,卸妆,0,2,比较干净,2,6,功效,正面
4962,快递,0,2,慢速,3,4,物流,正面
4962,_, , ,特别自然,19,23,功效,正面
4962,_, , ,白了一个度,26,31,功效,正面
4963,_, , ,很不错,2,5,整体,正面
4963,_, , ,不浮粉,6,9,使用体验,正面
4963,_, , ,不跑妆,10,13,使用体验,正面
4964,香味,11,14,特喜欢,16,18,气味,正面
4965,_, , ,挺好的,0,3,整体,正面
4965,_, , ,好吸收,4,7,使用体验,正面
4965,_, , ,适合,9,11,整体,正面
4966,_, , ,不错,2,4,整体,正面
4966,_, , ,瞩目,5,7,整体,正面
4967,_, , ,跟补水,4,7,功效,正面
4968,_, , ,垃圾,4,6,整体,负面
4968,_, , ,撒谎,29,31,服务,负面
4969,_, , ,很好,19,21,整体,正面
4970,快递,11,13,很给力,13,16,物流,正面
4970,_, , ,蛮好的,24,27,整体,正面
4970,社区活动,29,31,便宜了很多,34,39,价格,正面
4971,_, , ,很好用,2,5,整体,正面
4972,_, , ,超级好用,0,4,整体,正面
4972,_, , ,美美的,13,16,整体,正面
4973,_, , ,超级划算,14,18,价格,正面
4974,_, , ,油,0,1,使用体验,负面
4975,_, , ,还是不错的,6,11,功效,正面
4976,_, , ,挺划算,2,5,价格,正面
4977,_, , ,蛮喜欢的,22,26,整体,正面
4978,_, , ,是正品,3,6,真伪,正面
4979,_, , ,非常好,19,22,整体,正面
4980,_, , ,特别好,0,3,整体,正面
4980,_, , ,很滋润,9,12,使用体验,正面
4980,补水效果,12,16,不错,17,19,功效,正面
4980,_, , ,满分,20,22,整体,正面
4981,_, , ,非常好用,12,16,整体,正面
4981,_, , ,很满意,22,25,整体,正面
4982,_, , ,差强人意,12,14,整体,正面
4983,_, , ,还不错,0,3,整体,正面
4983,_, , ,便宜很多,16,20,价格,正面
4984,_, , ,挺好的,9,12,整体,正面
4985,_, , ,好用,15,17,整体,正面
4986,_, , ,还好,5,7,整体,正面
4986,_, , ,不爽,27,29,价格,负面
4987,物流,0,2,更快,2,3,物流,正面
4988,_, , ,很好用,0,3,整体,正面
4988,_, , ,白白透透的,7,12,功效,正面
4988,_, , ,一点也不浮,13,18,使用体验,正面
4988,_, , ,好上妆,19,22,使用体验,正面
4989,修饰肤色,4,8,比较自然,11,15,功效,正面
4990,_, , ,还不错,10,13,整体,正面
4990,价格,14,16,便宜,17,19,价格,正面
4991,商务,0,2,真快,2,4,物流,正面
4991,_, , ,很划算,13,16,价格,正面
4992,_, , ,喜欢,2,4,整体,正面
4993,_, , ,是正品,0,3,真伪,正面
4993,_, , ,很好用,8,11,整体,正面
4994,水分,3,5,足,5,6,成分,正面
4994,_, , ,很实惠,23,26,价格,正面
4994,_, , ,不错,0,2,整体,正面
4994,_, , ,贴个面部,7,11,使用体验,正面
4994,_, , ,非常好用,12,16,整体,正面
4995,_, , ,很好用,0,3,整体,正面
4996,物流,10,12,很快,12,14,物流,正面
4996,服务态度,15,19,很好,19,21,服务,正面
4996,_, , ,不错,2,4,整体,正面
4997,送货速度,4,5,慢,0,4,物流,正面
4997,_, , ,好,5,6,整体,正面
4998,_, , ,没有紧绷感,5,10,使用体验,正面
4998,_, , ,补水,0,2,功效,正面
4999,_, , ,好用,0,2,整体,正面
4999,_, , ,很实惠,11,14,价格,正面
5000,上门,4,6,很给力,7,10,物流,正面
5000,_, , ,不错,19,21,整体,正面
5001,物流,0,2,慢死,2,4,物流,负面
5001,限量,22,24,没,21,22,价格,负面
5002,_, , ,挺好的,11,14,整体,正面
5002,_, , ,好评,15,17,整体,正面
5003,_, , ,好用,0,2,整体,正面
5003,_, , ,非常不错,11,15,整体,正面
5004,上妆效果,0,4,不错,5,7,功效,正面
5004,上妆效果,0,4,很自然,8,11,功效,正面
5005,价格,0,2,便宜,3,5,价格,正面
5005,味道,6,8,清新,8,10,气味,正面
5005,_, , ,很舒适,13,16,使用体验,正面
5005,_, , ,清爽,16,18,使用体验,正面
5006,快递小哥,17,21,很给力,21,24,服务,正面
5006,包装,27,29,_, , ,包装,负面
5007,物流速度,28,30,立刻,24,28,物流,正面
5007,_, , ,很不错,0,3,整体,正面
5007,_, , ,喜欢,16,18,整体,正面
5007,_, , ,点赞,19,21,整体,正面
5008,_, , ,不好用,0,3,整体,负面
5008,清洁能力,4,8,差的要死,8,12,功效,负面
5009,_, , ,很贴皮肤,8,12,使用体验,正面
5010,_, , ,特别好,2,5,整体,正面
5011,_, , ,还可以,9,12,整体,正面
5011,_, , ,服帖,16,18,使用体验,正面
5012,_, , ,很水润,0,3,使用体验,正面
5012,_, , ,超级好用,4,8,整体,正面
5013,_, , ,很清爽,4,7,使用体验,正面
5013,_, , ,还行,22,24,整体,正面
5013,_, , ,很好涂开,8,12,使用体验,正面
5013,_, , ,泛油光,16,19,使用体验,中性
5014,_, , ,超级服帖,24,28,使用体验,正面
5014,_, , ,很喜欢,29,32,整体,正面
5015,包装,6,8,好,8,9,包装,正面
5015,服务,10,12,好,8,9,服务,正面
5015,_, , ,五星好评,14,18,整体,正面
5016,_, , ,非常喜欢,7,11,整体,正面
5016,_, , ,非常好用,0,4,整体,正面
5017,包包,0,2,速度快,2,5,物流,正面
5017,_, , ,还不错,6,9,整体,正面
5018,_, , ,很好用,0,3,整体,正面
5018,_, , ,便宜,11,13,价格,正面
5019,泡沫,2,4,不太好洗掉,4,9,使用体验,负面
5020,设计,6,8,很帮,8,10,其他,正面
5020,_, , ,挺好用的,11,15,整体,正面
5021,_, , ,还可以,0,3,整体,中性
5022,_, , ,满意,2,4,整体,正面
5023,补水效果,0,4,好,4,5,功效,正面
5023,_, , ,好用,15,17,整体,正面
5024,物流速度,12,16,快,17,18,物流,正面
5024,老板,19,21,很好,22,24,服务,正面
5024,_, , ,还是不错的,2,7,整体,正面
5024,_, , ,很喜欢,8,11,整体,正面
5025,_, , ,不错,0,2,整体,正面
5025,_, , ,很好用,3,6,整体,正面
5026,_, , ,好评,0,2,整体,正面
5026,_, , ,很好用,9,12,整体,正面
5027,推开,6,8,不错,9,11,使用体验,正面
5027,_, , ,很香,0,2,气味,正面
5027,_, , ,白白嫩嫩的,12,17,使用体验,正面
5028,_, , ,难用,0,2,整体,负面
5028,_, , ,不适合,11,14,整体,负面
5028,_, , ,怪怪的,22,25,整体,负面
5028,_, , ,浮了,30,32,使用体验,负面
5029,活动,2,4,超级合适,4,8,价格,正面
5029,送货速度,18,22,非常快,22,25,物流,正面
5029,精华液,29,32,很多,32,34,成分,正面
5030,_, , ,还可以,18,21,整体,正面
5031,包装,3,5,很好,0,2,包装,正面
5031,_, , ,更好,0,2,整体,正面
5032,物流,15,17,很快,17,19,物流,正面
5032,_, , ,很好,0,2,整体,正面
5032,_, , ,非常好,2,5,整体,正面
5032,_, , ,很满意,6,9,整体,正面
5032,_, , ,亮眼,12,14,整体,正面
5033,_, , ,可以,0,2,整体,正面
5033,_, , ,很好用,3,6,整体,正面
5034,_, , ,不错,0,2,整体,正面
5034,_, , ,快,4,5,物流,正面
5035,活动,1,3,_, , ,价格,正面
5035,_, , ,还行,17,19,整体,正面
5036,_, , ,挺好用,0,3,整体,正面
5036,_, , ,不干皮,4,7,使用体验,正面
5036,_, , ,肤色很亮,10,14,功效,正面
5036,_, , ,不脱妆,15,18,使用体验,正面
5036,_, , ,好用,32,34,整体,正面
5037,活动,13,15,很实惠,16,19,价格,正面
5037,补水效果,3,7,很好,7,9,功效,正面
5037,_, , ,好用,0,2,整体,正面
5038,_, , ,很不错,0,3,整体,正面
5038,_, , ,很好,24,26,整体,正面
5039,_, , ,还可以,0,3,整体,正面
5039,_, , ,挺服帖的,7,11,使用体验,正面
5040,_, , ,还可以,0,3,整体,正面
5041,_, , ,可以,0,2,整体,正面
5041,_, , ,油亮亮的,11,15,使用体验,负面
5042,_, , ,超喜欢的,0,4,整体,正面
5042,_, , ,很自然,7,10,功效,正面
5042,_, , ,美美哒,10,13,整体,正面
5043,_, , ,滑滑的,4,7,使用体验,正面
5043,_, , ,不紧绷,8,11,使用体验,正面
5044,一贯,18,20,很好,20,22,服务,正面
5044,_, , ,相当的满意,23,28,服务,正面
5045,_, , ,一般,5,7,整体,中性
5046,_, , ,挺好的,15,18,整体,正面
5046,_, , ,有点香,21,24,气味,负面
5046,_, , ,不适应,27,30,气味,负面
5047,_, , ,还不错,11,14,整体,正面
5047,_, , ,不油腻,15,18,使用体验,正面
5047,_, , ,很滋润,19,22,使用体验,正面
5048,_, , ,不太好,0,3,整体,负面
5049,补水效果,4,8,不错,8,10,功效,正面
5050,_, , ,比较贴合,9,13,使用体验,正面
5050,_, , ,不错,0,2,整体,正面
5051,颜色,0,2,比较好看,2,6,功效,正面
5051,_, , ,清凉,11,13,使用体验,正面
5051,_, , ,还可以,17,20,整体,正面
5052,香味,21,23,不好,27,29,气味,负面
5053,_, , ,很划算,7,10,价格,正面
5053,_, , ,不错,18,20,整体,正面
5054,外观,0,2,好看,2,4,包装,正面
5054,_, , ,很滋润,13,16,使用体验,正面
5054,香味,23,25,很好闻,26,29,气味,正面
5055,速度,5,7,佩服,0,2,物流,正面
5056,_, , ,不错,2,4,整体,正面
5056,_, , ,很喜欢,5,8,整体,正面
5057,_, , ,很超值,7,10,价格,正面
5058,收货,0,2,迅速,2,4,物流,正面
5058,_, , ,很保湿,14,17,功效,正面
5058,_, , ,不行,34,36,整体,负面
5058,_, , ,很粘,41,43,使用体验,负面
5059,_, , ,不是很好用,5,10,整体,负面
5060,价格,0,2,优惠,2,4,价格,正面
5060,_, , ,挺好,7,9,整体,正面
5060,_, , ,很喜欢,10,13,整体,正面
5061,遮瑕效果,0,4,超好,4,6,功效,正面
5061,_, , ,有点干,14,17,使用体验,负面
5062,_, , ,很划算,8,11,价格,正面
5062,_, , ,挺好的,4,7,整体,正面
5062,_, , ,还不错,0,3,整体,正面
5063,大小,0,2,刚好,2,4,尺寸,正面
5063,水份,5,7,足,7,8,成分,正面
5063,_, , ,白嫩,11,13,使用体验,正面
5064,_, , ,满意,5,7,整体,正面
5065,_, , ,好评,19,21,整体,正面
5065,_, , ,很好用,15,18,整体,正面
5065,_, , ,较好,3,5,整体,正面
5066,_, , ,很差,0,2,整体,正面
5067,_, , ,一直信赖,18,22,整体,正面
5067,_, , ,很划算的,0,4,价格,正面
5068,_, , ,正品,15,17,真伪,正面
5068,_, , ,蛮好用的,6,10,整体,正面
5069,_, , ,还可以,2,5,整体,正面
5070,_, , ,好用,7,9,整体,正面
5071,_, , ,很好用,26,29,整体,正面
5072,限量,9,11,_, , ,价格,正面
5072,_, , ,有点油,15,18,使用体验,正面
5073,_, , ,很喜欢,0,3,整体,正面
5074,_, , ,很不错,0,3,整体,正面
5074,保湿效果,12,16,不错,16,18,功效,正面
5074,遮瑕效果,23,25,很好,19,23,功效,正面
5074,_, , ,不算太贵,27,31,价格,正面
5074,_, , ,能接受,32,35,价格,正面
5075,_, , ,挺好的,2,5,整体,正面
5076,_, , ,优异,0,2,整体,正面
